Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Nova Scotia,2021-12-18,Unknown,70–79,0
Nova Scotia,2021-12-18,Unknown,80+,1
Nova Scotia,2021-12-18,Not reported,0–4,0
Nova Scotia,2021-12-18,Not reported,12–17,0
Nova Scotia,2021-12-18,Not reported,18–29,0
Nova Scotia,2021-12-18,Not reported,30–39,0
Nova Scotia,2021-12-18,Not reported,40–49,0
Nova Scotia,2021-12-18,Not reported,50–59,0
Nova Scotia,2021-12-18,Not reported,60–69,0
Nova Scotia,2021-12-18,Not reported,70–79,0
Nova Scotia,2021-12-18,Not reported,80+,0
New Brunswick,2021-12-18,All sexes,0–4,45
New Brunswick,2021-12-18,All sexes,12–17,43482
New Brunswick,2021-12-18,All sexes,18–29,95017
New Brunswick,2021-12-18,All sexes,30–39,82676
New Brunswick,2021-12-18,All sexes,40–49,90883
New Brunswick,2021-12-18,All sexes,50–59,106526
New Brunswick,2021-12-18,All sexes,60–69,113723
New Brunswick,2021-12-18,All sexes,70–79,79421
New Brunswick,2021-12-18,All sexes,80+,40669
New Brunswick,2021-12-18,f,0–4,22
New Brunswick,2021-12-18,f,12–17,21554
New Brunswick,2021-12-18,f,18–29,47287
New Brunswick,2021-12-18,f,30–39,42711
New Brunswick,2021-12-18,f,40–49,47234
New Brunswick,2021-12-18,f,50–59,54428
New Brunswick,2021-12-18,f,60–69,58462
New Brunswick,2021-12-18,f,70–79,41122
New Brunswick,2021-12-18,f,80+,23921
New Brunswick,2021-12-18,m,0–4,23
New Brunswick,2021-12-18,m,12–17,21908
New Brunswick,2021-12-18,m,18–29,47689
New Brunswick,2021-12-18,m,30–39,39965
New Brunswick,2021-12-18,m,40–49,43644
New Brunswick,2021-12-18,m,50–59,52080
New Brunswick,2021-12-18,m,60–69,55240
New Brunswick,2021-12-18,m,70–79,38292
New Brunswick,2021-12-18,m,80+,16740
New Brunswick,2021-12-18,Other,0–4,0
New Brunswick,2021-12-18,Other,12–17,0
New Brunswick,2021-12-18,Other,18–29,5
New Brunswick,2021-12-18,Other,30–39,0
New Brunswick,2021-12-18,Other,40–49,0
New Brunswick,2021-12-18,Other,50–59,0
New Brunswick,2021-12-18,Other,60–69,0
New Brunswick,2021-12-18,Other,70–79,0
New Brunswick,2021-12-18,Other,80+,0
New Brunswick,2021-12-18,Unknown,0–4,0
New Brunswick,2021-12-18,Unknown,12–17,20
New Brunswick,2021-12-18,Unknown,18–29,36
New Brunswick,2021-12-18,Unknown,30–39,0
New Brunswick,2021-12-18,Unknown,40–49,5
New Brunswick,2021-12-18,Unknown,50–59,18
New Brunswick,2021-12-18,Unknown,60–69,21
New Brunswick,2021-12-18,Unknown,70–79,7
New Brunswick,2021-12-18,Unknown,80+,8
New Brunswick,2021-12-18,Not reported,0–4,0
New Brunswick,2021-12-18,Not reported,12–17,0
New Brunswick,2021-12-18,Not reported,18–29,0
New Brunswick,2021-12-18,Not reported,30–39,0
New Brunswick,2021-12-18,Not reported,40–49,0
New Brunswick,2021-12-18,Not reported,50–59,0
New Brunswick,2021-12-18,Not reported,60–69,0
New Brunswick,2021-12-18,Not reported,70–79,0
New Brunswick,2021-12-18,Not reported,80+,0
Quebec,2021-12-18,All sexes,0–4,176
Quebec,2021-12-18,All sexes,12–17,478292
Quebec,2021-12-18,All sexes,18–29,1051695
Quebec,2021-12-18,All sexes,30–39,981813
Quebec,2021-12-18,All sexes,40–49,1010195
Quebec,2021-12-18,All sexes,50–59,1042458
Quebec,2021-12-18,All sexes,60–69,1111139
Quebec,2021-12-18,All sexes,70–79,769487
Quebec,2021-12-18,All sexes,80+,422044
Quebec,2021-12-18,f,0–4,85
Quebec,2021-12-18,f,12–17,234932
Quebec,2021-12-18,f,18–29,523246
Quebec,2021-12-18,f,30–39,493806
Quebec,2021-12-18,f,40–49,505223
Quebec,2021-12-18,f,50–59,521201
Quebec,2021-12-18,f,60–69,564854
Quebec,2021-12-18,f,70–79,404528
Quebec,2021-12-18,f,80+,254443
Quebec,2021-12-18,m,0–4,91
Quebec,2021-12-18,m,12–17,243249
Quebec,2021-12-18,m,18–29,527720
Quebec,2021-12-18,m,30–39,487574
Quebec,2021-12-18,m,40–49,504663
Quebec,2021-12-18,m,50–59,521022
Quebec,2021-12-18,m,60–69,546057
Quebec,2021-12-18,m,70–79,364812
Quebec,2021-12-18,m,80+,167552
Quebec,2021-12-18,Other,0–4,0
Quebec,2021-12-18,Other,12–17,0
Quebec,2021-12-18,Other,18–29,0
Quebec,2021-12-18,Other,30–39,0
Quebec,2021-12-18,Other,40–49,0
Quebec,2021-12-18,Other,50–59,0
Quebec,2021-12-18,Other,60–69,0
Quebec,2021-12-18,Other,70–79,0
Quebec,2021-12-18,Other,80+,0
Quebec,2021-12-18,Unknown,0–4,0
Quebec,2021-12-18,Unknown,12–17,111
Quebec,2021-12-18,Unknown,18–29,729
Quebec,2021-12-18,Unknown,30–39,433
Quebec,2021-12-18,Unknown,40–49,309
Quebec,2021-12-18,Unknown,50–59,235
Quebec,2021-12-18,Unknown,60–69,228
Quebec,2021-12-18,Unknown,70–79,147
Quebec,2021-12-18,Unknown,80+,49
Quebec,2021-12-18,Not reported,0–4,0
Quebec,2021-12-18,Not reported,12–17,0
Quebec,2021-12-18,Not reported,18–29,0
Quebec,2021-12-18,Not reported,30–39,0
Quebec,2021-12-18,Not reported,40–49,0
Quebec,2021-12-18,Not reported,50–59,0
Quebec,2021-12-18,Not reported,60–69,0
Quebec,2021-12-18,Not reported,70–79,0
Quebec,2021-12-18,Not reported,80+,0
Ontario,2021-12-18,All sexes,0–4,0
Ontario,2021-12-18,All sexes,12–17,822551
Ontario,2021-12-18,All sexes,18–29,2106087
Ontario,2021-12-18,All sexes,30–39,1785847
Ontario,2021-12-18,All sexes,40–49,1650106
Ontario,2021-12-18,All sexes,50–59,1829891
Ontario,2021-12-18,All sexes,60–69,1691315
Ontario,2021-12-18,All sexes,70–79,1116661
Ontario,2021-12-18,All sexes,80+,635848
Ontario,2021-12-18,f,0–4,0
Ontario,2021-12-18,f,12–17,401663
Ontario,2021-12-18,f,18–29,1026130
Ontario,2021-12-18,f,30–39,897943
Ontario,2021-12-18,f,40–49,851878
Ontario,2021-12-18,f,50–59,935917
Ontario,2021-12-18,f,60–69,875610
Ontario,2021-12-18,f,70–79,591854
Ontario,2021-12-18,f,80+,374222
Ontario,2021-12-18,m,0–4,0
Ontario,2021-12-18,m,12–17,419251
Ontario,2021-12-18,m,18–29,1073283
Ontario,2021-12-18,m,30–39,883629
Ontario,2021-12-18,m,40–49,795396
Ontario,2021-12-18,m,50–59,891443
Ontario,2021-12-18,m,60–69,813932
Ontario,2021-12-18,m,70–79,523697
Ontario,2021-12-18,m,80+,258909
Ontario,2021-12-18,Other,0–4,0
Ontario,2021-12-18,Other,12–17,887
Ontario,2021-12-18,Other,18–29,2702
Ontario,2021-12-18,Other,30–39,1173
Ontario,2021-12-18,Other,40–49,482
Ontario,2021-12-18,Other,50–59,328
Ontario,2021-12-18,Other,60–69,253
Ontario,2021-12-18,Other,70–79,181
Ontario,2021-12-18,Other,80+,147
Ontario,2021-12-18,Unknown,0–4,0
Ontario,2021-12-18,Unknown,12–17,750
Ontario,2021-12-18,Unknown,18–29,3972
Ontario,2021-12-18,Unknown,30–39,3102
Ontario,2021-12-18,Unknown,40–49,2350
Ontario,2021-12-18,Unknown,50–59,2203
Ontario,2021-12-18,Unknown,60–69,1520
Ontario,2021-12-18,Unknown,70–79,929
Ontario,2021-12-18,Unknown,80+,2570
Ontario,2021-12-18,Not reported,0–4,0
Ontario,2021-12-18,Not reported,12–17,0
Ontario,2021-12-18,Not reported,18–29,0
Ontario,2021-12-18,Not reported,30–39,0
Ontario,2021-12-18,Not reported,40–49,0
Ontario,2021-12-18,Not reported,50–59,0
Ontario,2021-12-18,Not reported,60–69,0
Ontario,2021-12-18,Not reported,70–79,0
Ontario,2021-12-18,Not reported,80+,0
Manitoba,2021-12-18,All sexes,0–4,0
Manitoba,2021-12-18,All sexes,12–17,85303
Manitoba,2021-12-18,All sexes,18–29,201240
Manitoba,2021-12-18,All sexes,30–39,166753
Manitoba,2021-12-18,All sexes,40–49,152268
Manitoba,2021-12-18,All sexes,50–59,151494
Manitoba,2021-12-18,All sexes,60–69,148977
Manitoba,2021-12-18,All sexes,70–79,97236
Manitoba,2021-12-18,All sexes,80+,56999
Manitoba,2021-12-18,f,0–4,0
Manitoba,2021-12-18,f,12–17,42028
Manitoba,2021-12-18,f,18–29,96904
Manitoba,2021-12-18,f,30–39,83628
Manitoba,2021-12-18,f,40–49,76739
Manitoba,2021-12-18,f,50–59,76627
Manitoba,2021-12-18,f,60–69,76034
Manitoba,2021-12-18,f,70–79,51427
Manitoba,2021-12-18,f,80+,34343
Manitoba,2021-12-18,m,0–4,0
Manitoba,2021-12-18,m,12–17,43171
Manitoba,2021-12-18,m,18–29,103252
Manitoba,2021-12-18,m,30–39,82688
Manitoba,2021-12-18,m,40–49,75324
Manitoba,2021-12-18,m,50–59,74767
Manitoba,2021-12-18,m,60–69,72859
Manitoba,2021-12-18,m,70–79,45767
Manitoba,2021-12-18,m,80+,22651
Manitoba,2021-12-18,Other,0–4,0
Manitoba,2021-12-18,Other,12–17,0
Manitoba,2021-12-18,Other,18–29,0
Manitoba,2021-12-18,Other,30–39,0
Manitoba,2021-12-18,Other,40–49,0
Manitoba,2021-12-18,Other,50–59,0
Manitoba,2021-12-18,Other,60–69,0
Manitoba,2021-12-18,Other,70–79,0
Manitoba,2021-12-18,Other,80+,0
Manitoba,2021-12-18,Unknown,0–4,0
Manitoba,2021-12-18,Unknown,12–17,104
Manitoba,2021-12-18,Unknown,18–29,1084
Manitoba,2021-12-18,Unknown,30–39,437
Manitoba,2021-12-18,Unknown,40–49,205
Manitoba,2021-12-18,Unknown,50–59,100
Manitoba,2021-12-18,Unknown,60–69,84
Manitoba,2021-12-18,Unknown,70–79,42
Manitoba,2021-12-18,Unknown,80+,5
Manitoba,2021-12-18,Not reported,0–4,0
Manitoba,2021-12-18,Not reported,12–17,0
Manitoba,2021-12-18,Not reported,18–29,0
Manitoba,2021-12-18,Not reported,30–39,0
Manitoba,2021-12-18,Not reported,40–49,0
Manitoba,2021-12-18,Not reported,50–59,0
Manitoba,2021-12-18,Not reported,60–69,0
Manitoba,2021-12-18,Not reported,70–79,0
Manitoba,2021-12-18,Not reported,80+,0
Saskatchewan,2021-12-18,All sexes,0–4,19
Saskatchewan,2021-12-18,All sexes,12–17,75762
Saskatchewan,2021-12-18,All sexes,18–29,151442
Saskatchewan,2021-12-18,All sexes,30–39,144380
Saskatchewan,2021-12-18,All sexes,40–49,126321
Saskatchewan,2021-12-18,All sexes,50–59,123360
Saskatchewan,2021-12-18,All sexes,60–69,127082
Saskatchewan,2021-12-18,All sexes,70–79,77180
Saskatchewan,2021-12-18,All sexes,80+,50257
Saskatchewan,2021-12-18,f,0–4,9
Saskatchewan,2021-12-18,f,12–17,37562
Saskatchewan,2021-12-18,f,18–29,74272
Saskatchewan,2021-12-18,f,30–39,72288
Saskatchewan,2021-12-18,f,40–49,62725
Saskatchewan,2021-12-18,f,50–59,62231
Saskatchewan,2021-12-18,f,60–69,63948
Saskatchewan,2021-12-18,f,70–79,39810
Saskatchewan,2021-12-18,f,80+,30084
Saskatchewan,2021-12-18,m,0–4,10
Saskatchewan,2021-12-18,m,12–17,38139
Saskatchewan,2021-12-18,m,18–29,76930
Saskatchewan,2021-12-18,m,30–39,71824
Saskatchewan,2021-12-18,m,40–49,63400
Saskatchewan,2021-12-18,m,50–59,60902
Saskatchewan,2021-12-18,m,60–69,62909
Saskatchewan,2021-12-18,m,70–79,37271
Saskatchewan,2021-12-18,m,80+,20146
Saskatchewan,2021-12-18,Other,0–4,0
Saskatchewan,2021-12-18,Other,12–17,0
Saskatchewan,2021-12-18,Other,18–29,0
Saskatchewan,2021-12-18,Other,30–39,0
Saskatchewan,2021-12-18,Other,40–49,0
Saskatchewan,2021-12-18,Other,50–59,0
Saskatchewan,2021-12-18,Other,60–69,0
Saskatchewan,2021-12-18,Other,70–79,0
Saskatchewan,2021-12-18,Other,80+,0
Saskatchewan,2021-12-18,Unknown,0–4,0
Saskatchewan,2021-12-18,Unknown,12–17,61
Saskatchewan,2021-12-18,Unknown,18–29,240
Saskatchewan,2021-12-18,Unknown,30–39,268
Saskatchewan,2021-12-18,Unknown,40–49,196
Saskatchewan,2021-12-18,Unknown,50–59,227
Saskatchewan,2021-12-18,Unknown,60–69,225
Saskatchewan,2021-12-18,Unknown,70–79,99
Saskatchewan,2021-12-18,Unknown,80+,27
Saskatchewan,2021-12-18,Not reported,0–4,0
Saskatchewan,2021-12-18,Not reported,12–17,0
Saskatchewan,2021-12-18,Not reported,18–29,0
Saskatchewan,2021-12-18,Not reported,30–39,0
Saskatchewan,2021-12-18,Not reported,40–49,0
Saskatchewan,2021-12-18,Not reported,50–59,0
Saskatchewan,2021-12-18,Not reported,60–69,0
Saskatchewan,2021-12-18,Not reported,70–79,0
Saskatchewan,2021-12-18,Not reported,80+,0
Alberta,2021-12-18,All sexes,0–4,0
Alberta,2021-12-18,All sexes,12–17,266427
Alberta,2021-12-18,All sexes,18–29,573084
Alberta,2021-12-18,All sexes,30–39,597879
Alberta,2021-12-18,All sexes,40–49,534282
Alberta,2021-12-18,All sexes,50–59,487853
Alberta,2021-12-18,All sexes,60–69,448109
Alberta,2021-12-18,All sexes,70–79,257022
Alberta,2021-12-18,All sexes,80+,139584
Alberta,2021-12-18,f,0–4,0
Alberta,2021-12-18,f,12–17,131197
Alberta,2021-12-18,f,18–29,284119
Alberta,2021-12-18,f,30–39,300539
Alberta,2021-12-18,f,40–49,265998
Alberta,2021-12-18,f,50–59,244084
Alberta,2021-12-18,f,60–69,226818
Alberta,2021-12-18,f,70–79,133517
Alberta,2021-12-18,f,80+,81379
Alberta,2021-12-18,m,0–4,0
Alberta,2021-12-18,m,12–17,135179
Alberta,2021-12-18,m,18–29,288790
Alberta,2021-12-18,m,30–39,297265
Alberta,2021-12-18,m,40–49,268253
Alberta,2021-12-18,m,50–59,243737
Alberta,2021-12-18,m,60–69,221280
Alberta,2021-12-18,m,70–79,123494
Alberta,2021-12-18,m,80+,58190
Alberta,2021-12-18,Other,0–4,0
Alberta,2021-12-18,Other,12–17,0
Alberta,2021-12-18,Other,18–29,0
Alberta,2021-12-18,Other,30–39,0
Alberta,2021-12-18,Other,40–49,0
Alberta,2021-12-18,Other,50–59,0
Alberta,2021-12-18,Other,60–69,0
Alberta,2021-12-18,Other,70–79,0
Alberta,2021-12-18,Other,80+,0
Alberta,2021-12-18,Unknown,0–4,0
Alberta,2021-12-18,Unknown,12–17,51
Alberta,2021-12-18,Unknown,18–29,175
Alberta,2021-12-18,Unknown,30–39,75
Alberta,2021-12-18,Unknown,40–49,31
Alberta,2021-12-18,Unknown,50–59,32
Alberta,2021-12-18,Unknown,60–69,11
Alberta,2021-12-18,Unknown,70–79,11
Alberta,2021-12-18,Unknown,80+,15
Alberta,2021-12-18,Not reported,0–4,0
Alberta,2021-12-18,Not reported,12–17,0
Alberta,2021-12-18,Not reported,18–29,0
Alberta,2021-12-18,Not reported,30–39,0
Alberta,2021-12-18,Not reported,40–49,0
Alberta,2021-12-18,Not reported,50–59,0
Alberta,2021-12-18,Not reported,60–69,0
Alberta,2021-12-18,Not reported,70–79,0
Alberta,2021-12-18,Not reported,80+,0
British Columbia,2021-12-18,All sexes,0–4,0
British Columbia,2021-12-18,All sexes,12–17,267501
British Columbia,2021-12-18,All sexes,18–29,737614
British Columbia,2021-12-18,All sexes,30–39,678786
British Columbia,2021-12-18,All sexes,40–49,590218
British Columbia,2021-12-18,All sexes,50–59,630267
British Columbia,2021-12-18,All sexes,60–69,631870
British Columbia,2021-12-18,All sexes,70–79,438200
British Columbia,2021-12-18,All sexes,80+,244651
British Columbia,2021-12-18,f,0–4,0
British Columbia,2021-12-18,f,12–17,131619
British Columbia,2021-12-18,f,18–29,364936
British Columbia,2021-12-18,f,30–39,339354
British Columbia,2021-12-18,f,40–49,302315
British Columbia,2021-12-18,f,50–59,324776
British Columbia,2021-12-18,f,60–69,328146
British Columbia,2021-12-18,f,70–79,228036
British Columbia,2021-12-18,f,80+,138875
British Columbia,2021-12-18,m,0–4,0
British Columbia,2021-12-18,m,12–17,135852
British Columbia,2021-12-18,m,18–29,372373
British Columbia,2021-12-18,m,30–39,339262
British Columbia,2021-12-18,m,40–49,287808
British Columbia,2021-12-18,m,50–59,305420
British Columbia,2021-12-18,m,60–69,303662
British Columbia,2021-12-18,m,70–79,210131
British Columbia,2021-12-18,m,80+,105764
British Columbia,2021-12-18,Other,0–4,0
British Columbia,2021-12-18,Other,12–17,3
British Columbia,2021-12-18,Other,18–29,47
British Columbia,2021-12-18,Other,30–39,20
British Columbia,2021-12-18,Other,40–49,8
British Columbia,2021-12-18,Other,50–59,2
British Columbia,2021-12-18,Other,60–69,3
British Columbia,2021-12-18,Other,70–79,0
British Columbia,2021-12-18,Other,80+,1
British Columbia,2021-12-18,Unknown,0–4,0
British Columbia,2021-12-18,Unknown,12–17,27
British Columbia,2021-12-18,Unknown,18–29,258
British Columbia,2021-12-18,Unknown,30–39,150
British Columbia,2021-12-18,Unknown,40–49,87
British Columbia,2021-12-18,Unknown,50–59,69
British Columbia,2021-12-18,Unknown,60–69,59
British Columbia,2021-12-18,Unknown,70–79,33
British Columbia,2021-12-18,Unknown,80+,11
British Columbia,2021-12-18,Not reported,0–4,0
British Columbia,2021-12-18,Not reported,12–17,0
British Columbia,2021-12-18,Not reported,18–29,0
British Columbia,2021-12-18,Not reported,30–39,0
British Columbia,2021-12-18,Not reported,40–49,0
British Columbia,2021-12-18,Not reported,50–59,0
British Columbia,2021-12-18,Not reported,60–69,0
British Columbia,2021-12-18,Not reported,70–79,0
British Columbia,2021-12-18,Not reported,80+,0
Yukon,2021-12-18,All sexes,0–4,0
Yukon,2021-12-18,All sexes,12–17,2222
Yukon,2021-12-18,All sexes,18–29,5729
Yukon,2021-12-18,All sexes,30–39,6895
Yukon,2021-12-18,All sexes,40–49,5400
Yukon,2021-12-18,All sexes,50–59,5149
Yukon,2021-12-18,All sexes,60–69,5169
Yukon,2021-12-18,All sexes,70–79,2634
Yukon,2021-12-18,All sexes,80+,840
Yukon,2021-12-18,f,0–4,0
Yukon,2021-12-18,f,12–17,1067
Yukon,2021-12-18,f,18–29,2866
Yukon,2021-12-18,f,30–39,3496
Yukon,2021-12-18,f,40–49,2772
Yukon,2021-12-18,f,50–59,2585
Yukon,2021-12-18,f,60–69,2542
Yukon,2021-12-18,f,70–79,1231
Yukon,2021-12-18,f,80+,426
Yukon,2021-12-18,m,0–4,0
Yukon,2021-12-18,m,12–17,1155
Yukon,2021-12-18,m,18–29,2858
Yukon,2021-12-18,m,30–39,3387
Yukon,2021-12-18,m,40–49,2622
Yukon,2021-12-18,m,50–59,2564
Yukon,2021-12-18,m,60–69,2627
Yukon,2021-12-18,m,70–79,1403
Yukon,2021-12-18,m,80+,414
Yukon,2021-12-18,Other,0–4,0
Yukon,2021-12-18,Other,12–17,0
Yukon,2021-12-18,Other,18–29,0
Yukon,2021-12-18,Other,30–39,0
Yukon,2021-12-18,Other,40–49,0
Yukon,2021-12-18,Other,50–59,0
Yukon,2021-12-18,Other,60–69,0
Yukon,2021-12-18,Other,70–79,0
Yukon,2021-12-18,Other,80+,0
Yukon,2021-12-18,Unknown,0–4,0
Yukon,2021-12-18,Unknown,12–17,0
Yukon,2021-12-18,Unknown,18–29,5
Yukon,2021-12-18,Unknown,30–39,12
Yukon,2021-12-18,Unknown,40–49,6
Yukon,2021-12-18,Unknown,50–59,0
Yukon,2021-12-18,Unknown,60–69,0
Yukon,2021-12-18,Unknown,70–79,0
Yukon,2021-12-18,Unknown,80+,0
Yukon,2021-12-18,Not reported,0–4,0
Yukon,2021-12-18,Not reported,12–17,0
Yukon,2021-12-18,Not reported,18–29,0
Yukon,2021-12-18,Not reported,30–39,0
Yukon,2021-12-18,Not reported,40–49,0
Yukon,2021-12-18,Not reported,50–59,0
Yukon,2021-12-18,Not reported,60–69,0
Yukon,2021-12-18,Not reported,70–79,0
Yukon,2021-12-18,Not reported,80+,0
Northwest Territories,2021-12-18,All sexes,0–4,6
Northwest Territories,2021-12-18,All sexes,12–17,2891
Northwest Territories,2021-12-18,All sexes,18–29,5832
Northwest Territories,2021-12-18,All sexes,30–39,6076
Northwest Territories,2021-12-18,All sexes,40–49,5282
Northwest Territories,2021-12-18,All sexes,50–59,5448
Northwest Territories,2021-12-18,All sexes,60–69,4021
Northwest Territories,2021-12-18,All sexes,70–79,1849
Northwest Territories,2021-12-18,All sexes,80+,594
Northwest Territories,2021-12-18,f,0–4,0
Northwest Territories,2021-12-18,f,12–17,1424
Northwest Territories,2021-12-18,f,18–29,3007
Northwest Territories,2021-12-18,f,30–39,3237
Northwest Territories,2021-12-18,f,40–49,2760
Northwest Territories,2021-12-18,f,50–59,2660
Northwest Territories,2021-12-18,f,60–69,1906
Northwest Territories,2021-12-18,f,70–79,850
Northwest Territories,2021-12-18,f,80+,324
Northwest Territories,2021-12-18,m,0–4,0
Northwest Territories,2021-12-18,m,12–17,1467
Northwest Territories,2021-12-18,m,18–29,2825
Northwest Territories,2021-12-18,m,30–39,2839
Northwest Territories,2021-12-18,m,40–49,2517
Northwest Territories,2021-12-18,m,50–59,2776
Northwest Territories,2021-12-18,m,60–69,2103
Northwest Territories,2021-12-18,m,70–79,999
Northwest Territories,2021-12-18,m,80+,270
Northwest Territories,2021-12-18,Other,0–4,0
Northwest Territories,2021-12-18,Other,12–17,0
Northwest Territories,2021-12-18,Other,18–29,0
Northwest Territories,2021-12-18,Other,30–39,0
Northwest Territories,2021-12-18,Other,40–49,0
Northwest Territories,2021-12-18,Other,50–59,0
Northwest Territories,2021-12-18,Other,60–69,0
Northwest Territories,2021-12-18,Other,70–79,0
Northwest Territories,2021-12-18,Other,80+,0
Northwest Territories,2021-12-18,Unknown,0–4,6
Northwest Territories,2021-12-18,Unknown,12–17,0
Northwest Territories,2021-12-18,Unknown,18–29,0
Northwest Territories,2021-12-18,Unknown,30–39,0
Northwest Territories,2021-12-18,Unknown,40–49,5
Northwest Territories,2021-12-18,Unknown,50–59,12
Northwest Territories,2021-12-18,Unknown,60–69,12
Northwest Territories,2021-12-18,Unknown,70–79,0
Northwest Territories,2021-12-18,Unknown,80+,0
Northwest Territories,2021-12-18,Not reported,0–4,0
Northwest Territories,2021-12-18,Not reported,12–17,0
Northwest Territories,2021-12-18,Not reported,18–29,0
Northwest Territories,2021-12-18,Not reported,30–39,0
Northwest Territories,2021-12-18,Not reported,40–49,0
Northwest Territories,2021-12-18,Not reported,50–59,0
Northwest Territories,2021-12-18,Not reported,60–69,0
Northwest Territories,2021-12-18,Not reported,70–79,0
Northwest Territories,2021-12-18,Not reported,80+,0
Nunavut,2021-12-18,All sexes,0–4,0
Nunavut,2021-12-18,All sexes,12–17,3637
Nunavut,2021-12-18,All sexes,18–29,6862
Nunavut,2021-12-18,All sexes,30–39,5561
Nunavut,2021-12-18,All sexes,40–49,4251
Nunavut,2021-12-18,All sexes,50–59,4074
Nunavut,2021-12-18,All sexes,60–69,2149
Nunavut,2021-12-18,All sexes,70–79,706
Nunavut,2021-12-18,All sexes,80+,167
Nunavut,2021-12-18,f,0–4,0
Nunavut,2021-12-18,f,12–17,1881
Nunavut,2021-12-18,f,18–29,3473
Nunavut,2021-12-18,f,30–39,2772
Nunavut,2021-12-18,f,40–49,1957
Nunavut,2021-12-18,f,50–59,1860
Nunavut,2021-12-18,f,60–69,963
Nunavut,2021-12-18,f,70–79,337
Nunavut,2021-12-18,f,80+,92
Nunavut,2021-12-18,m,0–4,0
Nunavut,2021-12-18,m,12–17,1756
Nunavut,2021-12-18,m,18–29,3389
Nunavut,2021-12-18,m,30–39,2789
Nunavut,2021-12-18,m,40–49,2294
Nunavut,2021-12-18,m,50–59,2214
Nunavut,2021-12-18,m,60–69,1186
Nunavut,2021-12-18,m,70–79,369
Nunavut,2021-12-18,m,80+,75
Nunavut,2021-12-18,Other,0–4,0
Nunavut,2021-12-18,Other,12–17,0
Nunavut,2021-12-18,Other,18–29,0
Nunavut,2021-12-18,Other,30–39,0
Nunavut,2021-12-18,Other,40–49,0
Nunavut,2021-12-18,Other,50–59,0
Nunavut,2021-12-18,Other,60–69,0
Nunavut,2021-12-18,Other,70–79,0
Nunavut,2021-12-18,Other,80+,0
Nunavut,2021-12-18,Unknown,0–4,0
Nunavut,2021-12-18,Unknown,12–17,0
Nunavut,2021-12-18,Unknown,18–29,0
Nunavut,2021-12-18,Unknown,30–39,0
Nunavut,2021-12-18,Unknown,40–49,0
Nunavut,2021-12-18,Unknown,50–59,0
Nunavut,2021-12-18,Unknown,60–69,0
Nunavut,2021-12-18,Unknown,70–79,0
Nunavut,2021-12-18,Unknown,80+,0
Nunavut,2021-12-18,Not reported,0–4,0
Nunavut,2021-12-18,Not reported,12–17,0
Nunavut,2021-12-18,Not reported,18–29,0
Nunavut,2021-12-18,Not reported,30–39,0
Nunavut,2021-12-18,Not reported,40–49,0
Nunavut,2021-12-18,Not reported,50–59,0
Nunavut,2021-12-18,Not reported,60–69,0
Nunavut,2021-12-18,Not reported,70–79,0
Nunavut,2021-12-18,Not reported,80+,0
Canada,2021-12-25,All sexes,0–4,230
Canada,2021-12-25,All sexes,12–17,2148885
Canada,2021-12-25,All sexes,18–29,5176585
Canada,2021-12-25,All sexes,30–39,4660511
Canada,2021-12-25,All sexes,40–49,4374329
Canada,2021-12-25,All sexes,50–59,4630008
Canada,2021-12-25,All sexes,60–69,4538765
Canada,2021-12-25,All sexes,70–79,3015168
Canada,2021-12-25,All sexes,80+,1674901
Canada,2021-12-25,f,0–4,111
Canada,2021-12-25,f,12–17,1054106
Canada,2021-12-25,f,18–29,2546033
Canada,2021-12-25,f,30–39,2343957
Canada,2021-12-25,f,40–49,2225402
Canada,2021-12-25,f,50–59,2351699
Canada,2021-12-25,f,60–69,2330728
Canada,2021-12-25,f,70–79,1584014
Canada,2021-12-25,f,80+,987123
Canada,2021-12-25,m,0–4,113
Canada,2021-12-25,m,12–17,1092579
Canada,2021-12-25,m,18–29,2620350
Canada,2021-12-25,m,30–39,2310556
Canada,2021-12-25,m,40–49,2144979
Canada,2021-12-25,m,50–59,2274773
Canada,2021-12-25,m,60–69,2205398
Canada,2021-12-25,m,70–79,1429578
Canada,2021-12-25,m,80+,684825
Canada,2021-12-25,Other,0–4,0
Canada,2021-12-25,Other,12–17,882
Canada,2021-12-25,Other,18–29,2715
Canada,2021-12-25,Other,30–39,1186
Canada,2021-12-25,Other,40–49,486
Canada,2021-12-25,Other,50–59,330
Canada,2021-12-25,Other,60–69,252
Canada,2021-12-25,Other,70–79,180
Canada,2021-12-25,Other,80+,145
Canada,2021-12-25,Unknown,0–4,6
Canada,2021-12-25,Unknown,12–17,1318
Canada,2021-12-25,Unknown,18–29,7487
Canada,2021-12-25,Unknown,30–39,4812
Canada,2021-12-25,Unknown,40–49,3462
Canada,2021-12-25,Unknown,50–59,3206
Canada,2021-12-25,Unknown,60–69,2387
Canada,2021-12-25,Unknown,70–79,1396
Canada,2021-12-25,Unknown,80+,2808
Canada,2021-12-25,Not reported,0–4,0
Canada,2021-12-25,Not reported,12–17,0
Canada,2021-12-25,Not reported,18–29,0
Canada,2021-12-25,Not reported,30–39,0
Canada,2021-12-25,Not reported,40–49,0
Canada,2021-12-25,Not reported,50–59,0
Canada,2021-12-25,Not reported,60–69,0
Canada,2021-12-25,Not reported,70–79,0
Canada,2021-12-25,Not reported,80+,0
Newfoundland and Labrador,2021-12-25,All sexes,0–4,0
