Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Newfoundland and Labrador,2021-05-22,Unknown,30–39,104
Newfoundland and Labrador,2021-05-22,Unknown,40–49,101
Newfoundland and Labrador,2021-05-22,Unknown,50–59,130
Newfoundland and Labrador,2021-05-22,Unknown,60–69,128
Newfoundland and Labrador,2021-05-22,Unknown,70–79,91
Newfoundland and Labrador,2021-05-22,Unknown,80+,137
Newfoundland and Labrador,2021-05-22,Not reported,18–29,0
Newfoundland and Labrador,2021-05-22,Not reported,30–39,0
Newfoundland and Labrador,2021-05-22,Not reported,40–49,0
Newfoundland and Labrador,2021-05-22,Not reported,50–59,0
Newfoundland and Labrador,2021-05-22,Not reported,60–69,0
Newfoundland and Labrador,2021-05-22,Not reported,70–79,0
Newfoundland and Labrador,2021-05-22,Not reported,80+,0
Prince Edward Island,2021-05-22,All sexes,18–29,6112
Prince Edward Island,2021-05-22,All sexes,30–39,4838
Prince Edward Island,2021-05-22,All sexes,40–49,7185
Prince Edward Island,2021-05-22,All sexes,50–59,13789
Prince Edward Island,2021-05-22,All sexes,60–69,18584
Prince Edward Island,2021-05-22,All sexes,70–79,13586
Prince Edward Island,2021-05-22,All sexes,80+,6838
Prince Edward Island,2021-05-22,f,18–29,3664
Prince Edward Island,2021-05-22,f,30–39,2818
Prince Edward Island,2021-05-22,f,40–49,4176
Prince Edward Island,2021-05-22,f,50–59,7534
Prince Edward Island,2021-05-22,f,60–69,9800
Prince Edward Island,2021-05-22,f,70–79,7158
Prince Edward Island,2021-05-22,f,80+,4131
Prince Edward Island,2021-05-22,m,18–29,2443
Prince Edward Island,2021-05-22,m,30–39,2020
Prince Edward Island,2021-05-22,m,40–49,3003
Prince Edward Island,2021-05-22,m,50–59,6241
Prince Edward Island,2021-05-22,m,60–69,8784
Prince Edward Island,2021-05-22,m,70–79,6428
Prince Edward Island,2021-05-22,m,80+,2707
Prince Edward Island,2021-05-22,Other,18–29,0
Prince Edward Island,2021-05-22,Other,30–39,0
Prince Edward Island,2021-05-22,Other,40–49,0
Prince Edward Island,2021-05-22,Other,50–59,0
Prince Edward Island,2021-05-22,Other,60–69,0
Prince Edward Island,2021-05-22,Other,70–79,0
Prince Edward Island,2021-05-22,Other,80+,0
Prince Edward Island,2021-05-22,Unknown,18–29,5
Prince Edward Island,2021-05-22,Unknown,30–39,0
Prince Edward Island,2021-05-22,Unknown,40–49,6
Prince Edward Island,2021-05-22,Unknown,50–59,14
Prince Edward Island,2021-05-22,Unknown,60–69,0
Prince Edward Island,2021-05-22,Unknown,70–79,0
Prince Edward Island,2021-05-22,Unknown,80+,0
Prince Edward Island,2021-05-22,Not reported,18–29,0
Prince Edward Island,2021-05-22,Not reported,30–39,0
Prince Edward Island,2021-05-22,Not reported,40–49,0
Prince Edward Island,2021-05-22,Not reported,50–59,0
Prince Edward Island,2021-05-22,Not reported,60–69,0
Prince Edward Island,2021-05-22,Not reported,70–79,0
Prince Edward Island,2021-05-22,Not reported,80+,0
Nova Scotia,2021-05-22,All sexes,18–29,15344
Nova Scotia,2021-05-22,All sexes,30–39,22895
Nova Scotia,2021-05-22,All sexes,40–49,57864
Nova Scotia,2021-05-22,All sexes,50–59,109851
Nova Scotia,2021-05-22,All sexes,60–69,124268
Nova Scotia,2021-05-22,All sexes,70–79,87868
Nova Scotia,2021-05-22,All sexes,80+,42389
Nova Scotia,2021-05-22,f,18–29,10862
Nova Scotia,2021-05-22,f,30–39,14217
Nova Scotia,2021-05-22,f,40–49,32497
Nova Scotia,2021-05-22,f,50–59,58908
Nova Scotia,2021-05-22,f,60–69,65246
Nova Scotia,2021-05-22,f,70–79,46286
Nova Scotia,2021-05-22,f,80+,25345
Nova Scotia,2021-05-22,m,18–29,4481
Nova Scotia,2021-05-22,m,30–39,8678
Nova Scotia,2021-05-22,m,40–49,25364
Nova Scotia,2021-05-22,m,50–59,50936
Nova Scotia,2021-05-22,m,60–69,59022
Nova Scotia,2021-05-22,m,70–79,41582
Nova Scotia,2021-05-22,m,80+,17044
Nova Scotia,2021-05-22,Other,18–29,0
Nova Scotia,2021-05-22,Other,30–39,0
Nova Scotia,2021-05-22,Other,40–49,0
Nova Scotia,2021-05-22,Other,50–59,0
Nova Scotia,2021-05-22,Other,60–69,0
Nova Scotia,2021-05-22,Other,70–79,0
Nova Scotia,2021-05-22,Other,80+,0
Nova Scotia,2021-05-22,Unknown,18–29,1
Nova Scotia,2021-05-22,Unknown,30–39,0
Nova Scotia,2021-05-22,Unknown,40–49,3
Nova Scotia,2021-05-22,Unknown,50–59,7
Nova Scotia,2021-05-22,Unknown,60–69,0
Nova Scotia,2021-05-22,Unknown,70–79,0
Nova Scotia,2021-05-22,Unknown,80+,0
Nova Scotia,2021-05-22,Not reported,18–29,0
Nova Scotia,2021-05-22,Not reported,30–39,0
Nova Scotia,2021-05-22,Not reported,40–49,0
Nova Scotia,2021-05-22,Not reported,50–59,0
Nova Scotia,2021-05-22,Not reported,60–69,0
Nova Scotia,2021-05-22,Not reported,70–79,0
Nova Scotia,2021-05-22,Not reported,80+,0
New Brunswick,2021-05-22,All sexes,18–29,25831
New Brunswick,2021-05-22,All sexes,30–39,32592
New Brunswick,2021-05-22,All sexes,40–49,51270
New Brunswick,2021-05-22,All sexes,50–59,77224
New Brunswick,2021-05-22,All sexes,60–69,93913
New Brunswick,2021-05-22,All sexes,70–79,69873
New Brunswick,2021-05-22,All sexes,80+,34605
New Brunswick,2021-05-22,f,18–29,15306
New Brunswick,2021-05-22,f,30–39,18329
New Brunswick,2021-05-22,f,40–49,28312
New Brunswick,2021-05-22,f,50–59,41099
New Brunswick,2021-05-22,f,60–69,49044
New Brunswick,2021-05-22,f,70–79,36371
New Brunswick,2021-05-22,f,80+,20495
New Brunswick,2021-05-22,m,18–29,10490
New Brunswick,2021-05-22,m,30–39,14256
New Brunswick,2021-05-22,m,40–49,22947
New Brunswick,2021-05-22,m,50–59,36113
New Brunswick,2021-05-22,m,60–69,44862
New Brunswick,2021-05-22,m,70–79,33495
New Brunswick,2021-05-22,m,80+,14110
New Brunswick,2021-05-22,Other,18–29,0
New Brunswick,2021-05-22,Other,30–39,0
New Brunswick,2021-05-22,Other,40–49,0
New Brunswick,2021-05-22,Other,50–59,0
New Brunswick,2021-05-22,Other,60–69,0
New Brunswick,2021-05-22,Other,70–79,0
New Brunswick,2021-05-22,Other,80+,0
New Brunswick,2021-05-22,Unknown,18–29,35
New Brunswick,2021-05-22,Unknown,30–39,7
New Brunswick,2021-05-22,Unknown,40–49,11
New Brunswick,2021-05-22,Unknown,50–59,12
New Brunswick,2021-05-22,Unknown,60–69,7
New Brunswick,2021-05-22,Unknown,70–79,7
New Brunswick,2021-05-22,Unknown,80+,0
New Brunswick,2021-05-22,Not reported,18–29,0
New Brunswick,2021-05-22,Not reported,30–39,0
New Brunswick,2021-05-22,Not reported,40–49,0
New Brunswick,2021-05-22,Not reported,50–59,0
New Brunswick,2021-05-22,Not reported,60–69,0
New Brunswick,2021-05-22,Not reported,70–79,0
New Brunswick,2021-05-22,Not reported,80+,0
Quebec,2021-05-22,All sexes,18–29,373982
Quebec,2021-05-22,All sexes,30–39,523607
Quebec,2021-05-22,All sexes,40–49,701758
Quebec,2021-05-22,All sexes,50–59,863940
Quebec,2021-05-22,All sexes,60–69,1015285
Quebec,2021-05-22,All sexes,70–79,717410
Quebec,2021-05-22,All sexes,80+,392585
Quebec,2021-05-22,f,18–29,219344
Quebec,2021-05-22,f,30–39,287466
Quebec,2021-05-22,f,40–49,368433
Quebec,2021-05-22,f,50–59,443250
Quebec,2021-05-22,f,60–69,519626
Quebec,2021-05-22,f,70–79,377918
Quebec,2021-05-22,f,80+,238056
Quebec,2021-05-22,m,18–29,154324
Quebec,2021-05-22,m,30–39,235855
Quebec,2021-05-22,m,40–49,333103
Quebec,2021-05-22,m,50–59,420444
Quebec,2021-05-22,m,60–69,495438
Quebec,2021-05-22,m,70–79,339347
Quebec,2021-05-22,m,80+,154477
Quebec,2021-05-22,Other,18–29,0
Quebec,2021-05-22,Other,30–39,0
Quebec,2021-05-22,Other,40–49,0
Quebec,2021-05-22,Other,50–59,0
Quebec,2021-05-22,Other,60–69,0
Quebec,2021-05-22,Other,70–79,0
Quebec,2021-05-22,Other,80+,0
Quebec,2021-05-22,Unknown,18–29,314
Quebec,2021-05-22,Unknown,30–39,286
Quebec,2021-05-22,Unknown,40–49,222
Quebec,2021-05-22,Unknown,50–59,246
Quebec,2021-05-22,Unknown,60–69,221
Quebec,2021-05-22,Unknown,70–79,145
Quebec,2021-05-22,Unknown,80+,52
Quebec,2021-05-22,Not reported,18–29,0
Quebec,2021-05-22,Not reported,30–39,0
Quebec,2021-05-22,Not reported,40–49,0
Quebec,2021-05-22,Not reported,50–59,0
Quebec,2021-05-22,Not reported,60–69,0
Quebec,2021-05-22,Not reported,70–79,0
Quebec,2021-05-22,Not reported,80+,0
Ontario,2021-05-22,All sexes,18–29,957019
Ontario,2021-05-22,All sexes,30–39,930568
Ontario,2021-05-22,All sexes,40–49,1077058
Ontario,2021-05-22,All sexes,50–59,1422888
Ontario,2021-05-22,All sexes,60–69,1460862
Ontario,2021-05-22,All sexes,70–79,1004658
Ontario,2021-05-22,All sexes,80+,584047
Ontario,2021-05-22,f,18–29,512451
Ontario,2021-05-22,f,30–39,492305
Ontario,2021-05-22,f,40–49,577530
Ontario,2021-05-22,f,50–59,746080
Ontario,2021-05-22,f,60–69,763142
Ontario,2021-05-22,f,70–79,533740
Ontario,2021-05-22,f,80+,344919
Ontario,2021-05-22,m,18–29,440440
Ontario,2021-05-22,m,30–39,435091
Ontario,2021-05-22,m,40–49,497002
Ontario,2021-05-22,m,50–59,674420
Ontario,2021-05-22,m,60–69,696037
Ontario,2021-05-22,m,70–79,469689
Ontario,2021-05-22,m,80+,236515
Ontario,2021-05-22,Other,18–29,0
Ontario,2021-05-22,Other,30–39,0
Ontario,2021-05-22,Other,40–49,0
Ontario,2021-05-22,Other,50–59,0
Ontario,2021-05-22,Other,60–69,0
Ontario,2021-05-22,Other,70–79,0
Ontario,2021-05-22,Other,80+,0
Ontario,2021-05-22,Unknown,18–29,4128
Ontario,2021-05-22,Unknown,30–39,3172
Ontario,2021-05-22,Unknown,40–49,2526
Ontario,2021-05-22,Unknown,50–59,2388
Ontario,2021-05-22,Unknown,60–69,1683
Ontario,2021-05-22,Unknown,70–79,1229
Ontario,2021-05-22,Unknown,80+,2613
Ontario,2021-05-22,Not reported,18–29,0
Ontario,2021-05-22,Not reported,30–39,0
Ontario,2021-05-22,Not reported,40–49,0
Ontario,2021-05-22,Not reported,50–59,0
Ontario,2021-05-22,Not reported,60–69,0
Ontario,2021-05-22,Not reported,70–79,0
Ontario,2021-05-22,Not reported,80+,0
Manitoba,2021-05-22,All sexes,18–29,69312
Manitoba,2021-05-22,All sexes,30–39,81436
Manitoba,2021-05-22,All sexes,40–49,97122
Manitoba,2021-05-22,All sexes,50–59,118145
Manitoba,2021-05-22,All sexes,60–69,129330
Manitoba,2021-05-22,All sexes,70–79,88456
Manitoba,2021-05-22,All sexes,80+,53281
Manitoba,2021-05-22,f,18–29,37932
Manitoba,2021-05-22,f,30–39,43834
Manitoba,2021-05-22,f,40–49,51401
Manitoba,2021-05-22,f,50–59,61718
Manitoba,2021-05-22,f,60–69,66824
Manitoba,2021-05-22,f,70–79,46880
Manitoba,2021-05-22,f,80+,32123
Manitoba,2021-05-22,m,18–29,31283
Manitoba,2021-05-22,m,30–39,37570
Manitoba,2021-05-22,m,40–49,45711
Manitoba,2021-05-22,m,50–59,56403
Manitoba,2021-05-22,m,60–69,62459
Manitoba,2021-05-22,m,70–79,41557
Manitoba,2021-05-22,m,80+,21155
Manitoba,2021-05-22,Other,18–29,0
Manitoba,2021-05-22,Other,30–39,0
Manitoba,2021-05-22,Other,40–49,0
Manitoba,2021-05-22,Other,50–59,0
Manitoba,2021-05-22,Other,60–69,0
Manitoba,2021-05-22,Other,70–79,0
Manitoba,2021-05-22,Other,80+,0
Manitoba,2021-05-22,Unknown,18–29,97
Manitoba,2021-05-22,Unknown,30–39,32
Manitoba,2021-05-22,Unknown,40–49,10
Manitoba,2021-05-22,Unknown,50–59,24
Manitoba,2021-05-22,Unknown,60–69,47
Manitoba,2021-05-22,Unknown,70–79,19
Manitoba,2021-05-22,Unknown,80+,3
Manitoba,2021-05-22,Not reported,18–29,0
Manitoba,2021-05-22,Not reported,30–39,0
Manitoba,2021-05-22,Not reported,40–49,0
Manitoba,2021-05-22,Not reported,50–59,0
Manitoba,2021-05-22,Not reported,60–69,0
Manitoba,2021-05-22,Not reported,70–79,0
Manitoba,2021-05-22,Not reported,80+,0
Saskatchewan,2021-05-22,All sexes,18–29,69725
Saskatchewan,2021-05-22,All sexes,30–39,92383
Saskatchewan,2021-05-22,All sexes,40–49,96275
Saskatchewan,2021-05-22,All sexes,50–59,104495
Saskatchewan,2021-05-22,All sexes,60–69,114335
Saskatchewan,2021-05-22,All sexes,70–79,70369
Saskatchewan,2021-05-22,All sexes,80+,45791
Saskatchewan,2021-05-22,f,18–29,38377
Saskatchewan,2021-05-22,f,30–39,48721
Saskatchewan,2021-05-22,f,40–49,49792
Saskatchewan,2021-05-22,f,50–59,54028
Saskatchewan,2021-05-22,f,60–69,57980
Saskatchewan,2021-05-22,f,70–79,36532
Saskatchewan,2021-05-22,f,80+,27612
Saskatchewan,2021-05-22,m,18–29,31237
Saskatchewan,2021-05-22,m,30–39,43490
Saskatchewan,2021-05-22,m,40–49,46328
Saskatchewan,2021-05-22,m,50–59,50255
Saskatchewan,2021-05-22,m,60–69,56142
Saskatchewan,2021-05-22,m,70–79,33764
Saskatchewan,2021-05-22,m,80+,18147
Saskatchewan,2021-05-22,Other,18–29,0
Saskatchewan,2021-05-22,Other,30–39,0
Saskatchewan,2021-05-22,Other,40–49,0
Saskatchewan,2021-05-22,Other,50–59,0
Saskatchewan,2021-05-22,Other,60–69,0
Saskatchewan,2021-05-22,Other,70–79,0
Saskatchewan,2021-05-22,Other,80+,0
Saskatchewan,2021-05-22,Unknown,18–29,111
Saskatchewan,2021-05-22,Unknown,30–39,172
Saskatchewan,2021-05-22,Unknown,40–49,155
Saskatchewan,2021-05-22,Unknown,50–59,212
Saskatchewan,2021-05-22,Unknown,60–69,213
Saskatchewan,2021-05-22,Unknown,70–79,73
Saskatchewan,2021-05-22,Unknown,80+,32
Saskatchewan,2021-05-22,Not reported,18–29,0
Saskatchewan,2021-05-22,Not reported,30–39,0
Saskatchewan,2021-05-22,Not reported,40–49,0
Saskatchewan,2021-05-22,Not reported,50–59,0
Saskatchewan,2021-05-22,Not reported,60–69,0
Saskatchewan,2021-05-22,Not reported,70–79,0
Saskatchewan,2021-05-22,Not reported,80+,0
Alberta,2021-05-22,All sexes,18–29,177916
Alberta,2021-05-22,All sexes,30–39,264669
Alberta,2021-05-22,All sexes,40–49,305133
Alberta,2021-05-22,All sexes,50–59,344974
Alberta,2021-05-22,All sexes,60–69,368624
Alberta,2021-05-22,All sexes,70–79,225719
Alberta,2021-05-22,All sexes,80+,123023
Alberta,2021-05-22,f,18–29,103881
Alberta,2021-05-22,f,30–39,146137
Alberta,2021-05-22,f,40–49,162460
Alberta,2021-05-22,f,50–59,180463
Alberta,2021-05-22,f,60–69,189080
Alberta,2021-05-22,f,70–79,117717
Alberta,2021-05-22,f,80+,72240
Alberta,2021-05-22,m,18–29,73994
Alberta,2021-05-22,m,30–39,118495
Alberta,2021-05-22,m,40–49,142658
Alberta,2021-05-22,m,50–59,164500
Alberta,2021-05-22,m,60–69,179539
Alberta,2021-05-22,m,70–79,107995
Alberta,2021-05-22,m,80+,50782
Alberta,2021-05-22,Other,18–29,0
Alberta,2021-05-22,Other,30–39,0
Alberta,2021-05-22,Other,40–49,0
Alberta,2021-05-22,Other,50–59,0
Alberta,2021-05-22,Other,60–69,0
Alberta,2021-05-22,Other,70–79,0
Alberta,2021-05-22,Other,80+,0
Alberta,2021-05-22,Unknown,18–29,41
Alberta,2021-05-22,Unknown,30–39,37
Alberta,2021-05-22,Unknown,40–49,15
Alberta,2021-05-22,Unknown,50–59,11
Alberta,2021-05-22,Unknown,60–69,5
Alberta,2021-05-22,Unknown,70–79,7
Alberta,2021-05-22,Unknown,80+,1
Alberta,2021-05-22,Not reported,18–29,0
Alberta,2021-05-22,Not reported,30–39,0
Alberta,2021-05-22,Not reported,40–49,0
Alberta,2021-05-22,Not reported,50–59,0
Alberta,2021-05-22,Not reported,60–69,0
Alberta,2021-05-22,Not reported,70–79,0
Alberta,2021-05-22,Not reported,80+,0
British Columbia,2021-05-22,All sexes,18–29,276690
British Columbia,2021-05-22,All sexes,30–39,349973
British Columbia,2021-05-22,All sexes,40–49,418093
British Columbia,2021-05-22,All sexes,50–59,512249
British Columbia,2021-05-22,All sexes,60–69,551361
British Columbia,2021-05-22,All sexes,70–79,393457
British Columbia,2021-05-22,All sexes,80+,217808
British Columbia,2021-05-22,f,18–29,153709
British Columbia,2021-05-22,f,30–39,186833
British Columbia,2021-05-22,f,40–49,222687
British Columbia,2021-05-22,f,50–59,270235
British Columbia,2021-05-22,f,60–69,289742
British Columbia,2021-05-22,f,70–79,205298
British Columbia,2021-05-22,f,80+,124346
British Columbia,2021-05-22,m,18–29,122944
British Columbia,2021-05-22,m,30–39,163094
British Columbia,2021-05-22,m,40–49,195368
British Columbia,2021-05-22,m,50–59,241971
British Columbia,2021-05-22,m,60–69,261575
British Columbia,2021-05-22,m,70–79,188141
British Columbia,2021-05-22,m,80+,93455
British Columbia,2021-05-22,Other,18–29,0
British Columbia,2021-05-22,Other,30–39,0
British Columbia,2021-05-22,Other,40–49,0
British Columbia,2021-05-22,Other,50–59,1
British Columbia,2021-05-22,Other,60–69,0
British Columbia,2021-05-22,Other,70–79,0
British Columbia,2021-05-22,Other,80+,0
British Columbia,2021-05-22,Unknown,18–29,37
British Columbia,2021-05-22,Unknown,30–39,46
British Columbia,2021-05-22,Unknown,40–49,38
British Columbia,2021-05-22,Unknown,50–59,42
British Columbia,2021-05-22,Unknown,60–69,44
British Columbia,2021-05-22,Unknown,70–79,18
British Columbia,2021-05-22,Unknown,80+,7
British Columbia,2021-05-22,Not reported,18–29,0
British Columbia,2021-05-22,Not reported,30–39,0
British Columbia,2021-05-22,Not reported,40–49,0
British Columbia,2021-05-22,Not reported,50–59,0
British Columbia,2021-05-22,Not reported,60–69,0
British Columbia,2021-05-22,Not reported,70–79,0
British Columbia,2021-05-22,Not reported,80+,0
Yukon,2021-05-22,All sexes,18–29,4279
Yukon,2021-05-22,All sexes,30–39,5420
Yukon,2021-05-22,All sexes,40–49,4551
Yukon,2021-05-22,All sexes,50–59,4601
Yukon,2021-05-22,All sexes,60–69,4643
Yukon,2021-05-22,All sexes,70–79,2396
Yukon,2021-05-22,All sexes,80+,776
Yukon,2021-05-22,f,18–29,2220
Yukon,2021-05-22,f,30–39,2830
Yukon,2021-05-22,f,40–49,2427
Yukon,2021-05-22,f,50–59,2361
Yukon,2021-05-22,f,60–69,2283
Yukon,2021-05-22,f,70–79,1117
Yukon,2021-05-22,f,80+,406
Yukon,2021-05-22,m,18–29,2054
Yukon,2021-05-22,m,30–39,2590
Yukon,2021-05-22,m,40–49,2124
Yukon,2021-05-22,m,50–59,2240
Yukon,2021-05-22,m,60–69,2360
Yukon,2021-05-22,m,70–79,1273
Yukon,2021-05-22,m,80+,370
Yukon,2021-05-22,Other,18–29,0
Yukon,2021-05-22,Other,30–39,0
Yukon,2021-05-22,Other,40–49,0
Yukon,2021-05-22,Other,50–59,0
Yukon,2021-05-22,Other,60–69,0
Yukon,2021-05-22,Other,70–79,0
Yukon,2021-05-22,Other,80+,0
Yukon,2021-05-22,Unknown,18–29,5
Yukon,2021-05-22,Unknown,30–39,0
Yukon,2021-05-22,Unknown,40–49,0
Yukon,2021-05-22,Unknown,50–59,0
Yukon,2021-05-22,Unknown,60–69,0
Yukon,2021-05-22,Unknown,70–79,6
Yukon,2021-05-22,Unknown,80+,0
Yukon,2021-05-22,Not reported,18–29,0
Yukon,2021-05-22,Not reported,30–39,0
Yukon,2021-05-22,Not reported,40–49,0
Yukon,2021-05-22,Not reported,50–59,0
Yukon,2021-05-22,Not reported,60–69,0
Yukon,2021-05-22,Not reported,70–79,0
Yukon,2021-05-22,Not reported,80+,0
Northwest Territories,2021-05-22,All sexes,18–29,5046
Northwest Territories,2021-05-22,All sexes,30–39,5816
Northwest Territories,2021-05-22,All sexes,40–49,5204
Northwest Territories,2021-05-22,All sexes,50–59,5574
Northwest Territories,2021-05-22,All sexes,60–69,3947
Northwest Territories,2021-05-22,All sexes,70–79,1619
Northwest Territories,2021-05-22,All sexes,80+,526
Northwest Territories,2021-05-22,f,18–29,2443
Northwest Territories,2021-05-22,f,30–39,2792
Northwest Territories,2021-05-22,f,40–49,2479
Northwest Territories,2021-05-22,f,50–59,2477
Northwest Territories,2021-05-22,f,60–69,1803
Northwest Territories,2021-05-22,f,70–79,758
Northwest Territories,2021-05-22,f,80+,280
Northwest Territories,2021-05-22,m,18–29,2603
Northwest Territories,2021-05-22,m,30–39,3024
Northwest Territories,2021-05-22,m,40–49,2725
Northwest Territories,2021-05-22,m,50–59,3097
Northwest Territories,2021-05-22,m,60–69,2144
Northwest Territories,2021-05-22,m,70–79,861
Northwest Territories,2021-05-22,m,80+,246
Northwest Territories,2021-05-22,Other,18–29,0
Northwest Territories,2021-05-22,Other,30–39,0
Northwest Territories,2021-05-22,Other,40–49,0
Northwest Territories,2021-05-22,Other,50–59,0
Northwest Territories,2021-05-22,Other,60–69,0
Northwest Territories,2021-05-22,Other,70–79,0
Northwest Territories,2021-05-22,Other,80+,0
Northwest Territories,2021-05-22,Unknown,18–29,0
Northwest Territories,2021-05-22,Unknown,30–39,0
Northwest Territories,2021-05-22,Unknown,40–49,0
Northwest Territories,2021-05-22,Unknown,50–59,0
Northwest Territories,2021-05-22,Unknown,60–69,0
Northwest Territories,2021-05-22,Unknown,70–79,0
Northwest Territories,2021-05-22,Unknown,80+,0
Northwest Territories,2021-05-22,Not reported,18–29,0
Northwest Territories,2021-05-22,Not reported,30–39,0
Northwest Territories,2021-05-22,Not reported,40–49,0
Northwest Territories,2021-05-22,Not reported,50–59,0
Northwest Territories,2021-05-22,Not reported,60–69,0
Northwest Territories,2021-05-22,Not reported,70–79,0
Northwest Territories,2021-05-22,Not reported,80+,0
Nunavut,2021-05-22,All sexes,70–79,648
Nunavut,2021-05-22,All sexes,80+,162
Nunavut,2021-05-22,f,70–79,297
Nunavut,2021-05-22,f,80+,90
Nunavut,2021-05-22,m,70–79,351
Nunavut,2021-05-22,m,80+,72
Nunavut,2021-05-22,Other,70–79,0
Nunavut,2021-05-22,Other,80+,0
Nunavut,2021-05-22,Unknown,70–79,0
Nunavut,2021-05-22,Unknown,80+,0
Nunavut,2021-05-22,Not reported,70–79,0
Nunavut,2021-05-22,Not reported,80+,0
Canada,2021-05-29,All sexes,18–29,2690823
Canada,2021-05-29,All sexes,30–39,2932023
Canada,2021-05-29,All sexes,40–49,3218334
Canada,2021-05-29,All sexes,50–59,3844224
Canada,2021-05-29,All sexes,60–69,4030641
Canada,2021-05-29,All sexes,70–79,2750370
Canada,2021-05-29,All sexes,80+,1533459
Canada,2021-05-29,f,18–29,1434318
Canada,2021-05-29,f,30–39,1536852
Canada,2021-05-29,f,40–49,1693981
Canada,2021-05-29,f,50–59,1997035
Canada,2021-05-29,f,60–69,2087017
Canada,2021-05-29,f,70–79,1448421
Canada,2021-05-29,f,80+,908443
Canada,2021-05-29,m,18–29,1250606
Canada,2021-05-29,m,30–39,1390916
Canada,2021-05-29,m,40–49,1521069
Canada,2021-05-29,m,50–59,1843997
Canada,2021-05-29,m,60–69,1941220
Canada,2021-05-29,m,70–79,1300342
Canada,2021-05-29,m,80+,622121
Canada,2021-05-29,Other,18–29,0
Canada,2021-05-29,Other,30–39,0
Canada,2021-05-29,Other,40–49,0
Canada,2021-05-29,Other,50–59,1
Canada,2021-05-29,Other,60–69,0
Canada,2021-05-29,Other,70–79,0
Canada,2021-05-29,Other,80+,0
Canada,2021-05-29,Unknown,18–29,5899
Canada,2021-05-29,Unknown,30–39,4255
Canada,2021-05-29,Unknown,40–49,3284
Canada,2021-05-29,Unknown,50–59,3191
Canada,2021-05-29,Unknown,60–69,2404
Canada,2021-05-29,Unknown,70–79,1607
Canada,2021-05-29,Unknown,80+,2895
Canada,2021-05-29,Not reported,18–29,0
Canada,2021-05-29,Not reported,30–39,0
Canada,2021-05-29,Not reported,40–49,0
Canada,2021-05-29,Not reported,50–59,0
Canada,2021-05-29,Not reported,60–69,0
Canada,2021-05-29,Not reported,70–79,0
Canada,2021-05-29,Not reported,80+,0
Newfoundland and Labrador,2021-05-29,All sexes,18–29,24118
Newfoundland and Labrador,2021-05-29,All sexes,30–39,25236
Newfoundland and Labrador,2021-05-29,All sexes,40–49,36324
Newfoundland and Labrador,2021-05-29,All sexes,50–59,56326
Newfoundland and Labrador,2021-05-29,All sexes,60–69,68264
Newfoundland and Labrador,2021-05-29,All sexes,70–79,50728
Newfoundland and Labrador,2021-05-29,All sexes,80+,20875
Newfoundland and Labrador,2021-05-29,f,18–29,13865
Newfoundland and Labrador,2021-05-29,f,30–39,14575
Newfoundland and Labrador,2021-05-29,f,40–49,20538
Newfoundland and Labrador,2021-05-29,f,50–59,30614
Newfoundland and Labrador,2021-05-29,f,60–69,35641
Newfoundland and Labrador,2021-05-29,f,70–79,26358
Newfoundland and Labrador,2021-05-29,f,80+,12038
Newfoundland and Labrador,2021-05-29,m,18–29,10137
Newfoundland and Labrador,2021-05-29,m,30–39,10550
Newfoundland and Labrador,2021-05-29,m,40–49,15676
Newfoundland and Labrador,2021-05-29,m,50–59,25574
Newfoundland and Labrador,2021-05-29,m,60–69,32495
Newfoundland and Labrador,2021-05-29,m,70–79,24278
Newfoundland and Labrador,2021-05-29,m,80+,8699
Newfoundland and Labrador,2021-05-29,Other,18–29,0
Newfoundland and Labrador,2021-05-29,Other,30–39,0
Newfoundland and Labrador,2021-05-29,Other,40–49,0
Newfoundland and Labrador,2021-05-29,Other,50–59,0
Newfoundland and Labrador,2021-05-29,Other,60–69,0
Newfoundland and Labrador,2021-05-29,Other,70–79,0
Newfoundland and Labrador,2021-05-29,Other,80+,0
Newfoundland and Labrador,2021-05-29,Unknown,18–29,116
Newfoundland and Labrador,2021-05-29,Unknown,30–39,111
Newfoundland and Labrador,2021-05-29,Unknown,40–49,110
Newfoundland and Labrador,2021-05-29,Unknown,50–59,138
Newfoundland and Labrador,2021-05-29,Unknown,60–69,128
Newfoundland and Labrador,2021-05-29,Unknown,70–79,92
Newfoundland and Labrador,2021-05-29,Unknown,80+,138
Newfoundland and Labrador,2021-05-29,Not reported,18–29,0
Newfoundland and Labrador,2021-05-29,Not reported,30–39,0
Newfoundland and Labrador,2021-05-29,Not reported,40–49,0
Newfoundland and Labrador,2021-05-29,Not reported,50–59,0
Newfoundland and Labrador,2021-05-29,Not reported,60–69,0
Newfoundland and Labrador,2021-05-29,Not reported,70–79,0
Newfoundland and Labrador,2021-05-29,Not reported,80+,0
Prince Edward Island,2021-05-29,All sexes,18–29,7799
Prince Edward Island,2021-05-29,All sexes,30–39,6354
Prince Edward Island,2021-05-29,All sexes,40–49,9314
Prince Edward Island,2021-05-29,All sexes,50–59,15885
Prince Edward Island,2021-05-29,All sexes,60–69,18949
Prince Edward Island,2021-05-29,All sexes,70–79,13707
Prince Edward Island,2021-05-29,All sexes,80+,6865
Prince Edward Island,2021-05-29,f,18–29,4544
Prince Edward Island,2021-05-29,f,30–39,3663
Prince Edward Island,2021-05-29,f,40–49,5325
