Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Yukon,2022-01-30,m,80+,420
Yukon,2022-01-30,Other,0–4,0
Yukon,2022-01-30,Other,12–17,0
Yukon,2022-01-30,Other,18–29,0
Yukon,2022-01-30,Other,30–39,0
Yukon,2022-01-30,Other,40–49,0
Yukon,2022-01-30,Other,50–59,0
Yukon,2022-01-30,Other,60–69,0
Yukon,2022-01-30,Other,70–79,0
Yukon,2022-01-30,Other,80+,0
Northwest Territories,2022-01-30,f,0–4,0
Northwest Territories,2022-01-30,f,12–17,1448
Northwest Territories,2022-01-30,f,18–29,3025
Northwest Territories,2022-01-30,f,30–39,3261
Northwest Territories,2022-01-30,f,40–49,2779
Northwest Territories,2022-01-30,f,50–59,2676
Northwest Territories,2022-01-30,f,60–69,1929
Northwest Territories,2022-01-30,f,70–79,844
Northwest Territories,2022-01-30,f,80+,327
Northwest Territories,2022-01-30,m,0–4,11
Northwest Territories,2022-01-30,m,12–17,1484
Northwest Territories,2022-01-30,m,18–29,2847
Northwest Territories,2022-01-30,m,30–39,2879
Northwest Territories,2022-01-30,m,40–49,2532
Northwest Territories,2022-01-30,m,50–59,2798
Northwest Territories,2022-01-30,m,60–69,2131
Northwest Territories,2022-01-30,m,70–79,999
Northwest Territories,2022-01-30,m,80+,274
Northwest Territories,2022-01-30,Other,0–4,0
Northwest Territories,2022-01-30,Other,12–17,0
Northwest Territories,2022-01-30,Other,18–29,0
Northwest Territories,2022-01-30,Other,30–39,0
Northwest Territories,2022-01-30,Other,40–49,0
Northwest Territories,2022-01-30,Other,50–59,0
Northwest Territories,2022-01-30,Other,60–69,0
Northwest Territories,2022-01-30,Other,70–79,0
Northwest Territories,2022-01-30,Other,80+,0
Nunavut,2022-01-30,f,0–4,0
Nunavut,2022-01-30,f,12–17,1934
Nunavut,2022-01-30,f,18–29,3611
Nunavut,2022-01-30,f,30–39,2847
Nunavut,2022-01-30,f,40–49,2005
Nunavut,2022-01-30,f,50–59,1916
Nunavut,2022-01-30,f,60–69,972
Nunavut,2022-01-30,f,70–79,335
Nunavut,2022-01-30,f,80+,92
Nunavut,2022-01-30,m,0–4,0
Nunavut,2022-01-30,m,12–17,1820
Nunavut,2022-01-30,m,18–29,3532
Nunavut,2022-01-30,m,30–39,2894
Nunavut,2022-01-30,m,40–49,2378
Nunavut,2022-01-30,m,50–59,2272
Nunavut,2022-01-30,m,60–69,1211
Nunavut,2022-01-30,m,70–79,368
Nunavut,2022-01-30,m,80+,76
Nunavut,2022-01-30,Other,0–4,0
Nunavut,2022-01-30,Other,12–17,0
Nunavut,2022-01-30,Other,18–29,0
Nunavut,2022-01-30,Other,30–39,0
Nunavut,2022-01-30,Other,40–49,0
Nunavut,2022-01-30,Other,50–59,0
Nunavut,2022-01-30,Other,60–69,0
Nunavut,2022-01-30,Other,70–79,0
Nunavut,2022-01-30,Other,80+,0
Newfoundland and Labrador,2022-02-06,f,0–4,0
Newfoundland and Labrador,2022-02-06,f,12–17,16007
Newfoundland and Labrador,2022-02-06,f,18–29,31964
Newfoundland and Labrador,2022-02-06,f,30–39,30488
Newfoundland and Labrador,2022-02-06,f,40–49,34105
Newfoundland and Labrador,2022-02-06,f,50–59,41631
Newfoundland and Labrador,2022-02-06,f,60–69,42005
Newfoundland and Labrador,2022-02-06,f,70–79,28894
Newfoundland and Labrador,2022-02-06,f,80+,13118
Newfoundland and Labrador,2022-02-06,m,0–4,0
Newfoundland and Labrador,2022-02-06,m,12–17,16813
Newfoundland and Labrador,2022-02-06,m,18–29,32753
Newfoundland and Labrador,2022-02-06,m,30–39,29206
Newfoundland and Labrador,2022-02-06,m,40–49,32407
Newfoundland and Labrador,2022-02-06,m,50–59,39978
Newfoundland and Labrador,2022-02-06,m,60–69,40333
Newfoundland and Labrador,2022-02-06,m,70–79,26652
Newfoundland and Labrador,2022-02-06,m,80+,9434
Newfoundland and Labrador,2022-02-06,Other,0–4,0
Newfoundland and Labrador,2022-02-06,Other,12–17,0
Newfoundland and Labrador,2022-02-06,Other,18–29,0
Newfoundland and Labrador,2022-02-06,Other,30–39,0
Newfoundland and Labrador,2022-02-06,Other,40–49,0
Newfoundland and Labrador,2022-02-06,Other,50–59,0
Newfoundland and Labrador,2022-02-06,Other,60–69,0
Newfoundland and Labrador,2022-02-06,Other,70–79,0
Newfoundland and Labrador,2022-02-06,Other,80+,0
Prince Edward Island,2022-02-06,f,0–4,0
Prince Edward Island,2022-02-06,f,12–17,4920
Prince Edward Island,2022-02-06,f,18–29,12166
Prince Edward Island,2022-02-06,f,30–39,9579
Prince Edward Island,2022-02-06,f,40–49,9801
Prince Edward Island,2022-02-06,f,50–59,11109
Prince Edward Island,2022-02-06,f,60–69,11601
Prince Edward Island,2022-02-06,f,70–79,8128
Prince Edward Island,2022-02-06,f,80+,4767
Prince Edward Island,2022-02-06,m,0–4,0
Prince Edward Island,2022-02-06,m,12–17,4907
Prince Edward Island,2022-02-06,m,18–29,12648
Prince Edward Island,2022-02-06,m,30–39,9135
Prince Edward Island,2022-02-06,m,40–49,9115
Prince Edward Island,2022-02-06,m,50–59,10454
Prince Edward Island,2022-02-06,m,60–69,10685
Prince Edward Island,2022-02-06,m,70–79,7455
Prince Edward Island,2022-02-06,m,80+,3224
Prince Edward Island,2022-02-06,Other,0–4,0
Prince Edward Island,2022-02-06,Other,12–17,0
Prince Edward Island,2022-02-06,Other,18–29,0
Prince Edward Island,2022-02-06,Other,30–39,0
Prince Edward Island,2022-02-06,Other,40–49,0
Prince Edward Island,2022-02-06,Other,50–59,0
Prince Edward Island,2022-02-06,Other,60–69,0
Prince Edward Island,2022-02-06,Other,70–79,0
Prince Edward Island,2022-02-06,Other,80+,0
Nova Scotia,2022-02-06,f,0–4,2
Nova Scotia,2022-02-06,f,12–17,26327
Nova Scotia,2022-02-06,f,18–29,67484
Nova Scotia,2022-02-06,f,30–39,59622
Nova Scotia,2022-02-06,f,40–49,58618
Nova Scotia,2022-02-06,f,50–59,69760
Nova Scotia,2022-02-06,f,60–69,74305
Nova Scotia,2022-02-06,f,70–79,52240
Nova Scotia,2022-02-06,f,80+,30266
Nova Scotia,2022-02-06,m,0–4,2
Nova Scotia,2022-02-06,m,12–17,27457
Nova Scotia,2022-02-06,m,18–29,67302
Nova Scotia,2022-02-06,m,30–39,55975
Nova Scotia,2022-02-06,m,40–49,53898
Nova Scotia,2022-02-06,m,50–59,64844
Nova Scotia,2022-02-06,m,60–69,69179
Nova Scotia,2022-02-06,m,70–79,47170
Nova Scotia,2022-02-06,m,80+,20775
Nova Scotia,2022-02-06,Other,0–4,0
Nova Scotia,2022-02-06,Other,12–17,1
Nova Scotia,2022-02-06,Other,18–29,5
Nova Scotia,2022-02-06,Other,30–39,0
Nova Scotia,2022-02-06,Other,40–49,0
Nova Scotia,2022-02-06,Other,50–59,0
Nova Scotia,2022-02-06,Other,60–69,0
Nova Scotia,2022-02-06,Other,70–79,0
Nova Scotia,2022-02-06,Other,80+,0
New Brunswick,2022-02-06,f,0–4,0
New Brunswick,2022-02-06,f,12–17,21643
New Brunswick,2022-02-06,f,18–29,48495
New Brunswick,2022-02-06,f,30–39,43498
New Brunswick,2022-02-06,f,40–49,47728
New Brunswick,2022-02-06,f,50–59,54921
New Brunswick,2022-02-06,f,60–69,59194
New Brunswick,2022-02-06,f,70–79,41640
New Brunswick,2022-02-06,f,80+,24433
New Brunswick,2022-02-06,m,0–4,0
New Brunswick,2022-02-06,m,12–17,22025
New Brunswick,2022-02-06,m,18–29,48979
New Brunswick,2022-02-06,m,30–39,40865
New Brunswick,2022-02-06,m,40–49,44373
New Brunswick,2022-02-06,m,50–59,52819
New Brunswick,2022-02-06,m,60–69,56053
New Brunswick,2022-02-06,m,70–79,38809
New Brunswick,2022-02-06,m,80+,17159
New Brunswick,2022-02-06,Other,0–4,0
New Brunswick,2022-02-06,Other,12–17,0
New Brunswick,2022-02-06,Other,18–29,5
New Brunswick,2022-02-06,Other,30–39,0
New Brunswick,2022-02-06,Other,40–49,0
New Brunswick,2022-02-06,Other,50–59,0
New Brunswick,2022-02-06,Other,60–69,0
New Brunswick,2022-02-06,Other,70–79,0
New Brunswick,2022-02-06,Other,80+,0
Quebec,2022-02-06,f,0–4,93
Quebec,2022-02-06,f,12–17,238585
Quebec,2022-02-06,f,18–29,532983
Quebec,2022-02-06,f,30–39,502636
Quebec,2022-02-06,f,40–49,511629
Quebec,2022-02-06,f,50–59,523569
Quebec,2022-02-06,f,60–69,569417
Quebec,2022-02-06,f,70–79,407398
Quebec,2022-02-06,f,80+,254800
Quebec,2022-02-06,m,0–4,95
Quebec,2022-02-06,m,12–17,247456
Quebec,2022-02-06,m,18–29,538891
Quebec,2022-02-06,m,30–39,498878
Quebec,2022-02-06,m,40–49,513516
Quebec,2022-02-06,m,50–59,525619
Quebec,2022-02-06,m,60–69,550515
Quebec,2022-02-06,m,70–79,367131
Quebec,2022-02-06,m,80+,167960
Quebec,2022-02-06,Other,0–4,0
Quebec,2022-02-06,Other,12–17,0
Quebec,2022-02-06,Other,18–29,0
Quebec,2022-02-06,Other,30–39,0
Quebec,2022-02-06,Other,40–49,0
Quebec,2022-02-06,Other,50–59,0
Quebec,2022-02-06,Other,60–69,0
Quebec,2022-02-06,Other,70–79,0
Quebec,2022-02-06,Other,80+,0
Ontario,2022-02-06,f,0–4,0
Ontario,2022-02-06,f,12–17,406623
Ontario,2022-02-06,f,18–29,1059422
Ontario,2022-02-06,f,30–39,919642
Ontario,2022-02-06,f,40–49,862748
Ontario,2022-02-06,f,50–59,944726
Ontario,2022-02-06,f,60–69,887193
Ontario,2022-02-06,f,70–79,598943
Ontario,2022-02-06,f,80+,377070
Ontario,2022-02-06,m,0–4,0
Ontario,2022-02-06,m,12–17,424293
Ontario,2022-02-06,m,18–29,1109348
Ontario,2022-02-06,m,30–39,907317
Ontario,2022-02-06,m,40–49,808615
Ontario,2022-02-06,m,50–59,899712
Ontario,2022-02-06,m,60–69,824768
Ontario,2022-02-06,m,70–79,529534
Ontario,2022-02-06,m,80+,261140
Ontario,2022-02-06,Other,0–4,0
Ontario,2022-02-06,Other,12–17,876
Ontario,2022-02-06,Other,18–29,2775
Ontario,2022-02-06,Other,30–39,1236
Ontario,2022-02-06,Other,40–49,487
Ontario,2022-02-06,Other,50–59,332
Ontario,2022-02-06,Other,60–69,250
Ontario,2022-02-06,Other,70–79,182
Ontario,2022-02-06,Other,80+,142
Manitoba,2022-02-06,f,0–4,0
Manitoba,2022-02-06,f,12–17,42573
Manitoba,2022-02-06,f,18–29,98311
Manitoba,2022-02-06,f,30–39,84746
Manitoba,2022-02-06,f,40–49,77475
Manitoba,2022-02-06,f,50–59,77144
Manitoba,2022-02-06,f,60–69,76552
Manitoba,2022-02-06,f,70–79,51929
Manitoba,2022-02-06,f,80+,34797
Manitoba,2022-02-06,m,0–4,0
Manitoba,2022-02-06,m,12–17,43765
Manitoba,2022-02-06,m,18–29,105107
Manitoba,2022-02-06,m,30–39,84065
Manitoba,2022-02-06,m,40–49,76277
Manitoba,2022-02-06,m,50–59,75367
Manitoba,2022-02-06,m,60–69,73594
Manitoba,2022-02-06,m,70–79,46169
Manitoba,2022-02-06,m,80+,23003
Manitoba,2022-02-06,Other,0–4,0
Manitoba,2022-02-06,Other,12–17,0
Manitoba,2022-02-06,Other,18–29,0
Manitoba,2022-02-06,Other,30–39,0
Manitoba,2022-02-06,Other,40–49,0
Manitoba,2022-02-06,Other,50–59,0
Manitoba,2022-02-06,Other,60–69,0
Manitoba,2022-02-06,Other,70–79,0
Manitoba,2022-02-06,Other,80+,0
Saskatchewan,2022-02-06,f,0–4,11
Saskatchewan,2022-02-06,f,12–17,37321
Saskatchewan,2022-02-06,f,18–29,76077
Saskatchewan,2022-02-06,f,30–39,73154
Saskatchewan,2022-02-06,f,40–49,63959
Saskatchewan,2022-02-06,f,50–59,62635
Saskatchewan,2022-02-06,f,60–69,64863
Saskatchewan,2022-02-06,f,70–79,40388
Saskatchewan,2022-02-06,f,80+,30384
Saskatchewan,2022-02-06,m,0–4,10
Saskatchewan,2022-02-06,m,12–17,38286
Saskatchewan,2022-02-06,m,18–29,78885
Saskatchewan,2022-02-06,m,30–39,72712
Saskatchewan,2022-02-06,m,40–49,64633
Saskatchewan,2022-02-06,m,50–59,61331
Saskatchewan,2022-02-06,m,60–69,63830
Saskatchewan,2022-02-06,m,70–79,37829
Saskatchewan,2022-02-06,m,80+,20401
Saskatchewan,2022-02-06,Other,0–4,0
Saskatchewan,2022-02-06,Other,12–17,5
Saskatchewan,2022-02-06,Other,18–29,0
Saskatchewan,2022-02-06,Other,30–39,0
Saskatchewan,2022-02-06,Other,40–49,0
Saskatchewan,2022-02-06,Other,50–59,0
Saskatchewan,2022-02-06,Other,60–69,0
Saskatchewan,2022-02-06,Other,70–79,0
Saskatchewan,2022-02-06,Other,80+,0
Alberta,2022-02-06,f,0–4,0
Alberta,2022-02-06,f,12–17,130863
Alberta,2022-02-06,f,18–29,290024
Alberta,2022-02-06,f,30–39,304562
Alberta,2022-02-06,f,40–49,269170
Alberta,2022-02-06,f,50–59,246606
Alberta,2022-02-06,f,60–69,231481
Alberta,2022-02-06,f,70–79,136923
Alberta,2022-02-06,f,80+,82321
Alberta,2022-02-06,m,0–4,0
Alberta,2022-02-06,m,12–17,135329
Alberta,2022-02-06,m,18–29,295462
Alberta,2022-02-06,m,30–39,302166
Alberta,2022-02-06,m,40–49,272086
Alberta,2022-02-06,m,50–59,246488
Alberta,2022-02-06,m,60–69,225582
Alberta,2022-02-06,m,70–79,126651
Alberta,2022-02-06,m,80+,58902
Alberta,2022-02-06,Other,0–4,0
Alberta,2022-02-06,Other,12–17,0
Alberta,2022-02-06,Other,18–29,0
Alberta,2022-02-06,Other,30–39,0
Alberta,2022-02-06,Other,40–49,0
Alberta,2022-02-06,Other,50–59,0
Alberta,2022-02-06,Other,60–69,0
Alberta,2022-02-06,Other,70–79,0
Alberta,2022-02-06,Other,80+,0
British Columbia,2022-02-06,f,0–4,0
British Columbia,2022-02-06,f,12–17,133086
British Columbia,2022-02-06,f,18–29,373319
British Columbia,2022-02-06,f,30–39,345114
British Columbia,2022-02-06,f,40–49,306028
British Columbia,2022-02-06,f,50–59,327385
British Columbia,2022-02-06,f,60–69,331931
British Columbia,2022-02-06,f,70–79,230889
British Columbia,2022-02-06,f,80+,141483
British Columbia,2022-02-06,m,0–4,0
British Columbia,2022-02-06,m,12–17,137452
British Columbia,2022-02-06,m,18–29,380932
British Columbia,2022-02-06,m,30–39,345836
British Columbia,2022-02-06,m,40–49,292465
British Columbia,2022-02-06,m,50–59,308360
British Columbia,2022-02-06,m,60–69,307188
British Columbia,2022-02-06,m,70–79,212773
British Columbia,2022-02-06,m,80+,107934
British Columbia,2022-02-06,Other,0–4,0
British Columbia,2022-02-06,Other,12–17,0
British Columbia,2022-02-06,Other,18–29,0
British Columbia,2022-02-06,Other,30–39,0
British Columbia,2022-02-06,Other,40–49,1
British Columbia,2022-02-06,Other,50–59,1
British Columbia,2022-02-06,Other,60–69,0
British Columbia,2022-02-06,Other,70–79,0
British Columbia,2022-02-06,Other,80+,0
Yukon,2022-02-06,f,0–4,0
Yukon,2022-02-06,f,12–17,1089
Yukon,2022-02-06,f,18–29,2889
Yukon,2022-02-06,f,30–39,3537
Yukon,2022-02-06,f,40–49,2783
Yukon,2022-02-06,f,50–59,2588
Yukon,2022-02-06,f,60–69,2541
Yukon,2022-02-06,f,70–79,1257
Yukon,2022-02-06,f,80+,434
Yukon,2022-02-06,m,0–4,0
Yukon,2022-02-06,m,12–17,1186
Yukon,2022-02-06,m,18–29,2892
Yukon,2022-02-06,m,30–39,3410
Yukon,2022-02-06,m,40–49,2659
Yukon,2022-02-06,m,50–59,2551
Yukon,2022-02-06,m,60–69,2637
Yukon,2022-02-06,m,70–79,1410
Yukon,2022-02-06,m,80+,421
Yukon,2022-02-06,Other,0–4,0
Yukon,2022-02-06,Other,12–17,0
Yukon,2022-02-06,Other,18–29,0
Yukon,2022-02-06,Other,30–39,0
Yukon,2022-02-06,Other,40–49,0
Yukon,2022-02-06,Other,50–59,0
Yukon,2022-02-06,Other,60–69,0
Yukon,2022-02-06,Other,70–79,0
Yukon,2022-02-06,Other,80+,0
Northwest Territories,2022-02-06,f,0–4,0
Northwest Territories,2022-02-06,f,12–17,1448
Northwest Territories,2022-02-06,f,18–29,3020
Northwest Territories,2022-02-06,f,30–39,3270
Northwest Territories,2022-02-06,f,40–49,2768
Northwest Territories,2022-02-06,f,50–59,2691
Northwest Territories,2022-02-06,f,60–69,1940
Northwest Territories,2022-02-06,f,70–79,845
Northwest Territories,2022-02-06,f,80+,335
Northwest Territories,2022-02-06,m,0–4,0
Northwest Territories,2022-02-06,m,12–17,1484
Northwest Territories,2022-02-06,m,18–29,2852
Northwest Territories,2022-02-06,m,30–39,2879
Northwest Territories,2022-02-06,m,40–49,2534
Northwest Territories,2022-02-06,m,50–59,2797
Northwest Territories,2022-02-06,m,60–69,2147
Northwest Territories,2022-02-06,m,70–79,1005
Northwest Territories,2022-02-06,m,80+,276
Northwest Territories,2022-02-06,Other,0–4,0
Northwest Territories,2022-02-06,Other,12–17,0
Northwest Territories,2022-02-06,Other,18–29,0
Northwest Territories,2022-02-06,Other,30–39,0
Northwest Territories,2022-02-06,Other,40–49,0
Northwest Territories,2022-02-06,Other,50–59,0
Northwest Territories,2022-02-06,Other,60–69,0
Northwest Territories,2022-02-06,Other,70–79,0
Northwest Territories,2022-02-06,Other,80+,0
Nunavut,2022-02-06,f,0–4,0
Nunavut,2022-02-06,f,12–17,1941
Nunavut,2022-02-06,f,18–29,3632
Nunavut,2022-02-06,f,30–39,2850
Nunavut,2022-02-06,f,40–49,2010
Nunavut,2022-02-06,f,50–59,1920
Nunavut,2022-02-06,f,60–69,970
Nunavut,2022-02-06,f,70–79,337
Nunavut,2022-02-06,f,80+,92
Nunavut,2022-02-06,m,0–4,0
Nunavut,2022-02-06,m,12–17,1824
Nunavut,2022-02-06,m,18–29,3558
Nunavut,2022-02-06,m,30–39,2911
Nunavut,2022-02-06,m,40–49,2388
Nunavut,2022-02-06,m,50–59,2278
Nunavut,2022-02-06,m,60–69,1216
Nunavut,2022-02-06,m,70–79,367
Nunavut,2022-02-06,m,80+,77
Nunavut,2022-02-06,Other,0–4,0
Nunavut,2022-02-06,Other,12–17,0
Nunavut,2022-02-06,Other,18–29,0
Nunavut,2022-02-06,Other,30–39,0
Nunavut,2022-02-06,Other,40–49,0
Nunavut,2022-02-06,Other,50–59,0
Nunavut,2022-02-06,Other,60–69,0
Nunavut,2022-02-06,Other,70–79,0
Nunavut,2022-02-06,Other,80+,0
Newfoundland and Labrador,2022-02-13,f,0–4,0
Newfoundland and Labrador,2022-02-13,f,12–17,15241
Newfoundland and Labrador,2022-02-13,f,18–29,32000
Newfoundland and Labrador,2022-02-13,f,30–39,30246
Newfoundland and Labrador,2022-02-13,f,40–49,33671
Newfoundland and Labrador,2022-02-13,f,50–59,41193
Newfoundland and Labrador,2022-02-13,f,60–69,42103
Newfoundland and Labrador,2022-02-13,f,70–79,30116
Newfoundland and Labrador,2022-02-13,f,80+,14358
Newfoundland and Labrador,2022-02-13,m,0–4,0
Newfoundland and Labrador,2022-02-13,m,12–17,16127
Newfoundland and Labrador,2022-02-13,m,18–29,32966
Newfoundland and Labrador,2022-02-13,m,30–39,29061
Newfoundland and Labrador,2022-02-13,m,40–49,32061
Newfoundland and Labrador,2022-02-13,m,50–59,39514
Newfoundland and Labrador,2022-02-13,m,60–69,40263
Newfoundland and Labrador,2022-02-13,m,70–79,27925
Newfoundland and Labrador,2022-02-13,m,80+,10482
Newfoundland and Labrador,2022-02-13,Other,0–4,0
Newfoundland and Labrador,2022-02-13,Other,12–17,0
Newfoundland and Labrador,2022-02-13,Other,18–29,0
Newfoundland and Labrador,2022-02-13,Other,30–39,0
Newfoundland and Labrador,2022-02-13,Other,40–49,0
Newfoundland and Labrador,2022-02-13,Other,50–59,0
Newfoundland and Labrador,2022-02-13,Other,60–69,0
Newfoundland and Labrador,2022-02-13,Other,70–79,0
Newfoundland and Labrador,2022-02-13,Other,80+,0
Prince Edward Island,2022-02-13,f,0–4,0
Prince Edward Island,2022-02-13,f,12–17,4921
Prince Edward Island,2022-02-13,f,18–29,12214
Prince Edward Island,2022-02-13,f,30–39,9583
Prince Edward Island,2022-02-13,f,40–49,9817
Prince Edward Island,2022-02-13,f,50–59,11118
Prince Edward Island,2022-02-13,f,60–69,11613
Prince Edward Island,2022-02-13,f,70–79,8142
Prince Edward Island,2022-02-13,f,80+,4781
Prince Edward Island,2022-02-13,m,0–4,0
Prince Edward Island,2022-02-13,m,12–17,4907
Prince Edward Island,2022-02-13,m,18–29,12681
Prince Edward Island,2022-02-13,m,30–39,9154
Prince Edward Island,2022-02-13,m,40–49,9119
Prince Edward Island,2022-02-13,m,50–59,10478
Prince Edward Island,2022-02-13,m,60–69,10686
Prince Edward Island,2022-02-13,m,70–79,7468
Prince Edward Island,2022-02-13,m,80+,3234
Prince Edward Island,2022-02-13,Other,0–4,0
Prince Edward Island,2022-02-13,Other,12–17,0
Prince Edward Island,2022-02-13,Other,18–29,0
Prince Edward Island,2022-02-13,Other,30–39,0
Prince Edward Island,2022-02-13,Other,40–49,0
Prince Edward Island,2022-02-13,Other,50–59,0
Prince Edward Island,2022-02-13,Other,60–69,0
Prince Edward Island,2022-02-13,Other,70–79,0
Prince Edward Island,2022-02-13,Other,80+,0
Nova Scotia,2022-02-13,f,0–4,3
Nova Scotia,2022-02-13,f,12–17,26365
Nova Scotia,2022-02-13,f,18–29,67628
Nova Scotia,2022-02-13,f,30–39,59713
Nova Scotia,2022-02-13,f,40–49,58651
Nova Scotia,2022-02-13,f,50–59,69803
Nova Scotia,2022-02-13,f,60–69,74343
Nova Scotia,2022-02-13,f,70–79,52330
Nova Scotia,2022-02-13,f,80+,30363
Nova Scotia,2022-02-13,m,0–4,3
Nova Scotia,2022-02-13,m,12–17,27503
Nova Scotia,2022-02-13,m,18–29,67432
Nova Scotia,2022-02-13,m,30–39,56144
Nova Scotia,2022-02-13,m,40–49,53914
Nova Scotia,2022-02-13,m,50–59,64884
Nova Scotia,2022-02-13,m,60–69,69263
Nova Scotia,2022-02-13,m,70–79,47242
Nova Scotia,2022-02-13,m,80+,20867
Nova Scotia,2022-02-13,Other,0–4,0
Nova Scotia,2022-02-13,Other,12–17,1
Nova Scotia,2022-02-13,Other,18–29,5
Nova Scotia,2022-02-13,Other,30–39,0
Nova Scotia,2022-02-13,Other,40–49,0
Nova Scotia,2022-02-13,Other,50–59,0
Nova Scotia,2022-02-13,Other,60–69,0
Nova Scotia,2022-02-13,Other,70–79,0
Nova Scotia,2022-02-13,Other,80+,0
New Brunswick,2022-02-13,f,0–4,0
New Brunswick,2022-02-13,f,12–17,21658
New Brunswick,2022-02-13,f,18–29,48611
New Brunswick,2022-02-13,f,30–39,43560
New Brunswick,2022-02-13,f,40–49,47774
New Brunswick,2022-02-13,f,50–59,54945
New Brunswick,2022-02-13,f,60–69,59219
New Brunswick,2022-02-13,f,70–79,41703
New Brunswick,2022-02-13,f,80+,24495
New Brunswick,2022-02-13,m,0–4,0
New Brunswick,2022-02-13,m,12–17,22044
New Brunswick,2022-02-13,m,18–29,49109
New Brunswick,2022-02-13,m,30–39,40953
New Brunswick,2022-02-13,m,40–49,44424
New Brunswick,2022-02-13,m,50–59,52857
New Brunswick,2022-02-13,m,60–69,56098
New Brunswick,2022-02-13,m,70–79,38883
New Brunswick,2022-02-13,m,80+,17205
New Brunswick,2022-02-13,Other,0–4,0
New Brunswick,2022-02-13,Other,12–17,0
New Brunswick,2022-02-13,Other,18–29,5
New Brunswick,2022-02-13,Other,30–39,0
New Brunswick,2022-02-13,Other,40–49,0
New Brunswick,2022-02-13,Other,50–59,0
New Brunswick,2022-02-13,Other,60–69,0
New Brunswick,2022-02-13,Other,70–79,0
