Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Manitoba,2021-07-17,m,0–4,0
Manitoba,2021-07-17,m,12–17,31129
Manitoba,2021-07-17,m,18–29,80168
Manitoba,2021-07-17,m,30–39,68870
Manitoba,2021-07-17,m,40–49,65832
Manitoba,2021-07-17,m,50–59,68241
Manitoba,2021-07-17,m,60–69,69384
Manitoba,2021-07-17,m,70–79,44402
Manitoba,2021-07-17,m,80+,22122
Manitoba,2021-07-17,Other,0–4,0
Manitoba,2021-07-17,Other,12–17,0
Manitoba,2021-07-17,Other,18–29,0
Manitoba,2021-07-17,Other,30–39,0
Manitoba,2021-07-17,Other,40–49,0
Manitoba,2021-07-17,Other,50–59,0
Manitoba,2021-07-17,Other,60–69,0
Manitoba,2021-07-17,Other,70–79,0
Manitoba,2021-07-17,Other,80+,0
Saskatchewan,2021-07-17,f,0–4,0
Saskatchewan,2021-07-17,f,12–17,27158
Saskatchewan,2021-07-17,f,18–29,56119
Saskatchewan,2021-07-17,f,30–39,58229
Saskatchewan,2021-07-17,f,40–49,54474
Saskatchewan,2021-07-17,f,50–59,56858
Saskatchewan,2021-07-17,f,60–69,60381
Saskatchewan,2021-07-17,f,70–79,37972
Saskatchewan,2021-07-17,f,80+,28364
Saskatchewan,2021-07-17,m,0–4,5
Saskatchewan,2021-07-17,m,12–17,27272
Saskatchewan,2021-07-17,m,18–29,54126
Saskatchewan,2021-07-17,m,30–39,55022
Saskatchewan,2021-07-17,m,40–49,52268
Saskatchewan,2021-07-17,m,50–59,53895
Saskatchewan,2021-07-17,m,60–69,58849
Saskatchewan,2021-07-17,m,70–79,35287
Saskatchewan,2021-07-17,m,80+,18856
Saskatchewan,2021-07-17,Other,0–4,0
Saskatchewan,2021-07-17,Other,12–17,0
Saskatchewan,2021-07-17,Other,18–29,0
Saskatchewan,2021-07-17,Other,30–39,0
Saskatchewan,2021-07-17,Other,40–49,0
Saskatchewan,2021-07-17,Other,50–59,0
Saskatchewan,2021-07-17,Other,60–69,0
Saskatchewan,2021-07-17,Other,70–79,0
Saskatchewan,2021-07-17,Other,80+,0
Alberta,2021-07-17,f,0–4,0
Alberta,2021-07-17,f,12–17,99293
Alberta,2021-07-17,f,18–29,220183
Alberta,2021-07-17,f,30–39,240979
Alberta,2021-07-17,f,40–49,226361
Alberta,2021-07-17,f,50–59,219854
Alberta,2021-07-17,f,60–69,209854
Alberta,2021-07-17,f,70–79,124007
Alberta,2021-07-17,f,80+,74303
Alberta,2021-07-17,m,0–4,0
Alberta,2021-07-17,m,12–17,101598
Alberta,2021-07-17,m,18–29,209429
Alberta,2021-07-17,m,30–39,228087
Alberta,2021-07-17,m,40–49,217130
Alberta,2021-07-17,m,50–59,211340
Alberta,2021-07-17,m,60–69,202424
Alberta,2021-07-17,m,70–79,114086
Alberta,2021-07-17,m,80+,52350
Alberta,2021-07-17,Other,0–4,0
Alberta,2021-07-17,Other,12–17,0
Alberta,2021-07-17,Other,18–29,0
Alberta,2021-07-17,Other,30–39,0
Alberta,2021-07-17,Other,40–49,0
Alberta,2021-07-17,Other,50–59,0
Alberta,2021-07-17,Other,60–69,0
Alberta,2021-07-17,Other,70–79,0
Alberta,2021-07-17,Other,80+,0
British Columbia,2021-07-17,f,0–4,0
British Columbia,2021-07-17,f,12–17,103983
British Columbia,2021-07-17,f,18–29,299532
British Columbia,2021-07-17,f,30–39,286499
British Columbia,2021-07-17,f,40–49,268828
British Columbia,2021-07-17,f,50–59,300166
British Columbia,2021-07-17,f,60–69,308356
British Columbia,2021-07-17,f,70–79,214733
British Columbia,2021-07-17,f,80+,129515
British Columbia,2021-07-17,m,0–4,0
British Columbia,2021-07-17,m,12–17,105238
British Columbia,2021-07-17,m,18–29,287698
British Columbia,2021-07-17,m,30–39,275846
British Columbia,2021-07-17,m,40–49,246032
British Columbia,2021-07-17,m,50–59,275034
British Columbia,2021-07-17,m,60–69,281496
British Columbia,2021-07-17,m,70–79,197154
British Columbia,2021-07-17,m,80+,97851
British Columbia,2021-07-17,Other,0–4,0
British Columbia,2021-07-17,Other,12–17,3
British Columbia,2021-07-17,Other,18–29,40
British Columbia,2021-07-17,Other,30–39,18
British Columbia,2021-07-17,Other,40–49,8
British Columbia,2021-07-17,Other,50–59,2
British Columbia,2021-07-17,Other,60–69,3
British Columbia,2021-07-17,Other,70–79,0
British Columbia,2021-07-17,Other,80+,0
Yukon,2021-07-17,f,0–4,0
Yukon,2021-07-17,f,12–17,931
Yukon,2021-07-17,f,18–29,2591
Yukon,2021-07-17,f,30–39,3175
Yukon,2021-07-17,f,40–49,2632
Yukon,2021-07-17,f,50–59,2485
Yukon,2021-07-17,f,60–69,2409
Yukon,2021-07-17,f,70–79,1173
Yukon,2021-07-17,f,80+,412
Yukon,2021-07-17,m,0–4,0
Yukon,2021-07-17,m,12–17,976
Yukon,2021-07-17,m,18–29,2532
Yukon,2021-07-17,m,30–39,2983
Yukon,2021-07-17,m,40–49,2370
Yukon,2021-07-17,m,50–59,2427
Yukon,2021-07-17,m,60–69,2495
Yukon,2021-07-17,m,70–79,1327
Yukon,2021-07-17,m,80+,388
Yukon,2021-07-17,Other,0–4,0
Yukon,2021-07-17,Other,12–17,0
Yukon,2021-07-17,Other,18–29,0
Yukon,2021-07-17,Other,30–39,0
Yukon,2021-07-17,Other,40–49,0
Yukon,2021-07-17,Other,50–59,0
Yukon,2021-07-17,Other,60–69,0
Yukon,2021-07-17,Other,70–79,0
Yukon,2021-07-17,Other,80+,0
Northwest Territories,2021-07-17,f,0–4,0
Northwest Territories,2021-07-17,f,12–17,1117
Northwest Territories,2021-07-17,f,18–29,2394
Northwest Territories,2021-07-17,f,30–39,2734
Northwest Territories,2021-07-17,f,40–49,2471
Northwest Territories,2021-07-17,f,50–59,2402
Northwest Territories,2021-07-17,f,60–69,1752
Northwest Territories,2021-07-17,f,70–79,783
Northwest Territories,2021-07-17,f,80+,292
Northwest Territories,2021-07-17,m,0–4,0
Northwest Territories,2021-07-17,m,12–17,1126
Northwest Territories,2021-07-17,m,18–29,2282
Northwest Territories,2021-07-17,m,30–39,2344
Northwest Territories,2021-07-17,m,40–49,2185
Northwest Territories,2021-07-17,m,50–59,2504
Northwest Territories,2021-07-17,m,60–69,1958
Northwest Territories,2021-07-17,m,70–79,915
Northwest Territories,2021-07-17,m,80+,255
Northwest Territories,2021-07-17,Other,0–4,0
Northwest Territories,2021-07-17,Other,12–17,0
Northwest Territories,2021-07-17,Other,18–29,0
Northwest Territories,2021-07-17,Other,30–39,0
Northwest Territories,2021-07-17,Other,40–49,0
Northwest Territories,2021-07-17,Other,50–59,0
Northwest Territories,2021-07-17,Other,60–69,0
Northwest Territories,2021-07-17,Other,70–79,0
Northwest Territories,2021-07-17,Other,80+,0
Nunavut,2021-07-17,f,0–4,0
Nunavut,2021-07-17,f,12–17,1315
Nunavut,2021-07-17,f,18–29,2676
Nunavut,2021-07-17,f,30–39,2243
Nunavut,2021-07-17,f,40–49,1726
Nunavut,2021-07-17,f,50–59,1651
Nunavut,2021-07-17,f,60–69,897
Nunavut,2021-07-17,f,70–79,321
Nunavut,2021-07-17,f,80+,96
Nunavut,2021-07-17,m,0–4,0
Nunavut,2021-07-17,m,12–17,1180
Nunavut,2021-07-17,m,18–29,2492
Nunavut,2021-07-17,m,30–39,2280
Nunavut,2021-07-17,m,40–49,1990
Nunavut,2021-07-17,m,50–59,1970
Nunavut,2021-07-17,m,60–69,1094
Nunavut,2021-07-17,m,70–79,368
Nunavut,2021-07-17,m,80+,73
Nunavut,2021-07-17,Other,0–4,0
Nunavut,2021-07-17,Other,12–17,0
Nunavut,2021-07-17,Other,18–29,0
Nunavut,2021-07-17,Other,30–39,0
Nunavut,2021-07-17,Other,40–49,0
Nunavut,2021-07-17,Other,50–59,0
Nunavut,2021-07-17,Other,60–69,0
Nunavut,2021-07-17,Other,70–79,0
Nunavut,2021-07-17,Other,80+,0
Newfoundland and Labrador,2021-07-24,f,0–4,0
Newfoundland and Labrador,2021-07-24,f,12–17,11671
Newfoundland and Labrador,2021-07-24,f,18–29,24502
Newfoundland and Labrador,2021-07-24,f,30–39,24057
Newfoundland and Labrador,2021-07-24,f,40–49,29243
Newfoundland and Labrador,2021-07-24,f,50–59,36939
Newfoundland and Labrador,2021-07-24,f,60–69,38527
Newfoundland and Labrador,2021-07-24,f,70–79,27159
Newfoundland and Labrador,2021-07-24,f,80+,12360
Newfoundland and Labrador,2021-07-24,m,0–4,0
Newfoundland and Labrador,2021-07-24,m,12–17,11928
Newfoundland and Labrador,2021-07-24,m,18–29,23084
Newfoundland and Labrador,2021-07-24,m,30–39,21104
Newfoundland and Labrador,2021-07-24,m,40–49,25623
Newfoundland and Labrador,2021-07-24,m,50–59,33586
Newfoundland and Labrador,2021-07-24,m,60–69,36166
Newfoundland and Labrador,2021-07-24,m,70–79,25028
Newfoundland and Labrador,2021-07-24,m,80+,8917
Newfoundland and Labrador,2021-07-24,Other,0–4,0
Newfoundland and Labrador,2021-07-24,Other,12–17,0
Newfoundland and Labrador,2021-07-24,Other,18–29,0
Newfoundland and Labrador,2021-07-24,Other,30–39,0
Newfoundland and Labrador,2021-07-24,Other,40–49,0
Newfoundland and Labrador,2021-07-24,Other,50–59,0
Newfoundland and Labrador,2021-07-24,Other,60–69,0
Newfoundland and Labrador,2021-07-24,Other,70–79,0
Newfoundland and Labrador,2021-07-24,Other,80+,0
Prince Edward Island,2021-07-24,f,0–4,0
Prince Edward Island,2021-07-24,f,12–17,4266
Prince Edward Island,2021-07-24,f,18–29,10093
Prince Edward Island,2021-07-24,f,30–39,8089
Prince Edward Island,2021-07-24,f,40–49,8849
Prince Edward Island,2021-07-24,f,50–59,10399
Prince Edward Island,2021-07-24,f,60–69,10900
Prince Edward Island,2021-07-24,f,70–79,7589
Prince Edward Island,2021-07-24,f,80+,4287
Prince Edward Island,2021-07-24,m,0–4,0
Prince Edward Island,2021-07-24,m,12–17,4234
Prince Edward Island,2021-07-24,m,18–29,10047
Prince Edward Island,2021-07-24,m,30–39,7241
Prince Edward Island,2021-07-24,m,40–49,7832
Prince Edward Island,2021-07-24,m,50–59,9551
Prince Edward Island,2021-07-24,m,60–69,9935
Prince Edward Island,2021-07-24,m,70–79,6881
Prince Edward Island,2021-07-24,m,80+,2828
Prince Edward Island,2021-07-24,Other,0–4,0
Prince Edward Island,2021-07-24,Other,12–17,0
Prince Edward Island,2021-07-24,Other,18–29,0
Prince Edward Island,2021-07-24,Other,30–39,0
Prince Edward Island,2021-07-24,Other,40–49,0
Prince Edward Island,2021-07-24,Other,50–59,0
Prince Edward Island,2021-07-24,Other,60–69,0
Prince Edward Island,2021-07-24,Other,70–79,0
Prince Edward Island,2021-07-24,Other,80+,0
Nova Scotia,2021-07-24,f,0–4,0
Nova Scotia,2021-07-24,f,12–17,20795
Nova Scotia,2021-07-24,f,18–29,52716
Nova Scotia,2021-07-24,f,30–39,48793
Nova Scotia,2021-07-24,f,40–49,52179
Nova Scotia,2021-07-24,f,50–59,65484
Nova Scotia,2021-07-24,f,60–69,69659
Nova Scotia,2021-07-24,f,70–79,48613
Nova Scotia,2021-07-24,f,80+,27271
Nova Scotia,2021-07-24,m,0–4,0
Nova Scotia,2021-07-24,m,12–17,21013
Nova Scotia,2021-07-24,m,18–29,48621
Nova Scotia,2021-07-24,m,30–39,43020
Nova Scotia,2021-07-24,m,40–49,45292
Nova Scotia,2021-07-24,m,50–59,58918
Nova Scotia,2021-07-24,m,60–69,64090
Nova Scotia,2021-07-24,m,70–79,43784
Nova Scotia,2021-07-24,m,80+,18389
Nova Scotia,2021-07-24,Other,0–4,0
Nova Scotia,2021-07-24,Other,12–17,0
Nova Scotia,2021-07-24,Other,18–29,0
Nova Scotia,2021-07-24,Other,30–39,0
Nova Scotia,2021-07-24,Other,40–49,1
Nova Scotia,2021-07-24,Other,50–59,0
Nova Scotia,2021-07-24,Other,60–69,0
Nova Scotia,2021-07-24,Other,70–79,0
Nova Scotia,2021-07-24,Other,80+,0
New Brunswick,2021-07-24,f,0–4,0
New Brunswick,2021-07-24,f,12–17,17067
New Brunswick,2021-07-24,f,18–29,36770
New Brunswick,2021-07-24,f,30–39,34000
New Brunswick,2021-07-24,f,40–49,41133
New Brunswick,2021-07-24,f,50–59,50355
New Brunswick,2021-07-24,f,60–69,54576
New Brunswick,2021-07-24,f,70–79,38268
New Brunswick,2021-07-24,f,80+,21248
New Brunswick,2021-07-24,m,0–4,0
New Brunswick,2021-07-24,m,12–17,16787
New Brunswick,2021-07-24,m,18–29,34773
New Brunswick,2021-07-24,m,30–39,30249
New Brunswick,2021-07-24,m,40–49,36218
New Brunswick,2021-07-24,m,50–59,46675
New Brunswick,2021-07-24,m,60–69,51168
New Brunswick,2021-07-24,m,70–79,35509
New Brunswick,2021-07-24,m,80+,14624
New Brunswick,2021-07-24,Other,0–4,0
New Brunswick,2021-07-24,Other,12–17,0
New Brunswick,2021-07-24,Other,18–29,5
New Brunswick,2021-07-24,Other,30–39,0
New Brunswick,2021-07-24,Other,40–49,0
New Brunswick,2021-07-24,Other,50–59,0
New Brunswick,2021-07-24,Other,60–69,0
New Brunswick,2021-07-24,Other,70–79,0
New Brunswick,2021-07-24,Other,80+,0
Quebec,2021-07-24,f,0–4,87
Quebec,2021-07-24,f,12–17,203409
Quebec,2021-07-24,f,18–29,433710
Quebec,2021-07-24,f,30–39,426955
Quebec,2021-07-24,f,40–49,458486
Quebec,2021-07-24,f,50–59,496733
Quebec,2021-07-24,f,60–69,545228
Quebec,2021-07-24,f,70–79,391082
Quebec,2021-07-24,f,80+,245170
Quebec,2021-07-24,m,0–4,107
Quebec,2021-07-24,m,12–17,206270
Quebec,2021-07-24,m,18–29,413075
Quebec,2021-07-24,m,30–39,405426
Quebec,2021-07-24,m,40–49,445369
Quebec,2021-07-24,m,50–59,488307
Quebec,2021-07-24,m,60–69,524567
Quebec,2021-07-24,m,70–79,352230
Quebec,2021-07-24,m,80+,159931
Quebec,2021-07-24,Other,0–4,0
Quebec,2021-07-24,Other,12–17,0
Quebec,2021-07-24,Other,18–29,0
Quebec,2021-07-24,Other,30–39,0
Quebec,2021-07-24,Other,40–49,0
Quebec,2021-07-24,Other,50–59,0
Quebec,2021-07-24,Other,60–69,0
Quebec,2021-07-24,Other,70–79,0
Quebec,2021-07-24,Other,80+,0
Ontario,2021-07-24,f,0–4,0
Ontario,2021-07-24,f,12–17,337214
Ontario,2021-07-24,f,18–29,873337
Ontario,2021-07-24,f,30–39,769813
Ontario,2021-07-24,f,40–49,770672
Ontario,2021-07-24,f,50–59,881341
Ontario,2021-07-24,f,60–69,822290
Ontario,2021-07-24,f,70–79,558491
Ontario,2021-07-24,f,80+,355898
Ontario,2021-07-24,m,0–4,0
Ontario,2021-07-24,m,12–17,344691
Ontario,2021-07-24,m,18–29,874560
Ontario,2021-07-24,m,30–39,740245
Ontario,2021-07-24,m,40–49,701972
Ontario,2021-07-24,m,50–59,827980
Ontario,2021-07-24,m,60–69,760285
Ontario,2021-07-24,m,70–79,493152
Ontario,2021-07-24,m,80+,243598
Ontario,2021-07-24,Other,0–4,0
Ontario,2021-07-24,Other,12–17,0
Ontario,2021-07-24,Other,18–29,0
Ontario,2021-07-24,Other,30–39,0
Ontario,2021-07-24,Other,40–49,0
Ontario,2021-07-24,Other,50–59,0
Ontario,2021-07-24,Other,60–69,0
Ontario,2021-07-24,Other,70–79,0
Ontario,2021-07-24,Other,80+,0
Manitoba,2021-07-24,f,0–4,0
Manitoba,2021-07-24,f,12–17,31783
Manitoba,2021-07-24,f,18–29,81400
Manitoba,2021-07-24,f,30–39,72674
Manitoba,2021-07-24,f,40–49,69675
Manitoba,2021-07-24,f,50–59,72114
Manitoba,2021-07-24,f,60–69,73497
Manitoba,2021-07-24,f,70–79,50146
Manitoba,2021-07-24,f,80+,33628
Manitoba,2021-07-24,m,0–4,0
Manitoba,2021-07-24,m,12–17,32393
Manitoba,2021-07-24,m,18–29,82316
Manitoba,2021-07-24,m,30–39,70112
Manitoba,2021-07-24,m,40–49,66836
Manitoba,2021-07-24,m,50–59,69013
Manitoba,2021-07-24,m,60–69,69853
Manitoba,2021-07-24,m,70–79,44589
Manitoba,2021-07-24,m,80+,22188
Manitoba,2021-07-24,Other,0–4,0
Manitoba,2021-07-24,Other,12–17,0
Manitoba,2021-07-24,Other,18–29,0
Manitoba,2021-07-24,Other,30–39,0
Manitoba,2021-07-24,Other,40–49,0
Manitoba,2021-07-24,Other,50–59,0
Manitoba,2021-07-24,Other,60–69,0
Manitoba,2021-07-24,Other,70–79,0
Manitoba,2021-07-24,Other,80+,0
Saskatchewan,2021-07-24,f,0–4,0
Saskatchewan,2021-07-24,f,12–17,27725
Saskatchewan,2021-07-24,f,18–29,57091
Saskatchewan,2021-07-24,f,30–39,58930
Saskatchewan,2021-07-24,f,40–49,54932
Saskatchewan,2021-07-24,f,50–59,57183
Saskatchewan,2021-07-24,f,60–69,60589
Saskatchewan,2021-07-24,f,70–79,38052
Saskatchewan,2021-07-24,f,80+,28387
Saskatchewan,2021-07-24,m,0–4,0
Saskatchewan,2021-07-24,m,12–17,27822
Saskatchewan,2021-07-24,m,18–29,55317
Saskatchewan,2021-07-24,m,30–39,55761
Saskatchewan,2021-07-24,m,40–49,52804
Saskatchewan,2021-07-24,m,50–59,54269
Saskatchewan,2021-07-24,m,60–69,59120
Saskatchewan,2021-07-24,m,70–79,35373
Saskatchewan,2021-07-24,m,80+,18881
Saskatchewan,2021-07-24,Other,0–4,0
Saskatchewan,2021-07-24,Other,12–17,0
Saskatchewan,2021-07-24,Other,18–29,0
Saskatchewan,2021-07-24,Other,30–39,0
Saskatchewan,2021-07-24,Other,40–49,0
Saskatchewan,2021-07-24,Other,50–59,0
Saskatchewan,2021-07-24,Other,60–69,0
Saskatchewan,2021-07-24,Other,70–79,0
Saskatchewan,2021-07-24,Other,80+,0
Alberta,2021-07-24,f,0–4,0
Alberta,2021-07-24,f,12–17,100936
Alberta,2021-07-24,f,18–29,222731
Alberta,2021-07-24,f,30–39,243420
Alberta,2021-07-24,f,40–49,228087
Alberta,2021-07-24,f,50–59,221101
Alberta,2021-07-24,f,60–69,210666
Alberta,2021-07-24,f,70–79,124276
Alberta,2021-07-24,f,80+,74389
Alberta,2021-07-24,m,0–4,0
Alberta,2021-07-24,m,12–17,103309
Alberta,2021-07-24,m,18–29,212398
Alberta,2021-07-24,m,30–39,230677
Alberta,2021-07-24,m,40–49,219174
Alberta,2021-07-24,m,50–59,212763
Alberta,2021-07-24,m,60–69,203286
Alberta,2021-07-24,m,70–79,114371
Alberta,2021-07-24,m,80+,52412
Alberta,2021-07-24,Other,0–4,0
Alberta,2021-07-24,Other,12–17,0
Alberta,2021-07-24,Other,18–29,0
Alberta,2021-07-24,Other,30–39,0
Alberta,2021-07-24,Other,40–49,0
Alberta,2021-07-24,Other,50–59,0
Alberta,2021-07-24,Other,60–69,0
Alberta,2021-07-24,Other,70–79,0
Alberta,2021-07-24,Other,80+,0
British Columbia,2021-07-24,f,0–4,0
British Columbia,2021-07-24,f,12–17,105792
British Columbia,2021-07-24,f,18–29,303855
British Columbia,2021-07-24,f,30–39,289607
British Columbia,2021-07-24,f,40–49,271019
British Columbia,2021-07-24,f,50–59,302042
British Columbia,2021-07-24,f,60–69,309747
British Columbia,2021-07-24,f,70–79,215516
British Columbia,2021-07-24,f,80+,130092
British Columbia,2021-07-24,m,0–4,0
British Columbia,2021-07-24,m,12–17,107548
British Columbia,2021-07-24,m,18–29,292871
British Columbia,2021-07-24,m,30–39,279674
British Columbia,2021-07-24,m,40–49,248563
British Columbia,2021-07-24,m,50–59,277235
British Columbia,2021-07-24,m,60–69,282952
British Columbia,2021-07-24,m,70–79,197913
British Columbia,2021-07-24,m,80+,98337
British Columbia,2021-07-24,Other,0–4,0
British Columbia,2021-07-24,Other,12–17,3
British Columbia,2021-07-24,Other,18–29,40
British Columbia,2021-07-24,Other,30–39,18
British Columbia,2021-07-24,Other,40–49,8
British Columbia,2021-07-24,Other,50–59,2
British Columbia,2021-07-24,Other,60–69,3
British Columbia,2021-07-24,Other,70–79,0
British Columbia,2021-07-24,Other,80+,0
Yukon,2021-07-24,f,0–4,0
Yukon,2021-07-24,f,12–17,939
Yukon,2021-07-24,f,18–29,2622
Yukon,2021-07-24,f,30–39,3191
Yukon,2021-07-24,f,40–49,2644
Yukon,2021-07-24,f,50–59,2494
Yukon,2021-07-24,f,60–69,2411
Yukon,2021-07-24,f,70–79,1177
Yukon,2021-07-24,f,80+,413
Yukon,2021-07-24,m,0–4,0
Yukon,2021-07-24,m,12–17,991
Yukon,2021-07-24,m,18–29,2552
Yukon,2021-07-24,m,30–39,3010
Yukon,2021-07-24,m,40–49,2385
Yukon,2021-07-24,m,50–59,2456
Yukon,2021-07-24,m,60–69,2500
Yukon,2021-07-24,m,70–79,1331
Yukon,2021-07-24,m,80+,386
Yukon,2021-07-24,Other,0–4,0
Yukon,2021-07-24,Other,12–17,0
Yukon,2021-07-24,Other,18–29,0
Yukon,2021-07-24,Other,30–39,0
Yukon,2021-07-24,Other,40–49,0
Yukon,2021-07-24,Other,50–59,0
Yukon,2021-07-24,Other,60–69,0
Yukon,2021-07-24,Other,70–79,0
Yukon,2021-07-24,Other,80+,0
Northwest Territories,2021-07-24,f,0–4,0
Northwest Territories,2021-07-24,f,12–17,1132
Northwest Territories,2021-07-24,f,18–29,2424
Northwest Territories,2021-07-24,f,30–39,2749
Northwest Territories,2021-07-24,f,40–49,2489
Northwest Territories,2021-07-24,f,50–59,2417
Northwest Territories,2021-07-24,f,60–69,1756
Northwest Territories,2021-07-24,f,70–79,784
Northwest Territories,2021-07-24,f,80+,292
Northwest Territories,2021-07-24,m,0–4,0
Northwest Territories,2021-07-24,m,12–17,1148
Northwest Territories,2021-07-24,m,18–29,2308
Northwest Territories,2021-07-24,m,30–39,2357
Northwest Territories,2021-07-24,m,40–49,2192
Northwest Territories,2021-07-24,m,50–59,2519
Northwest Territories,2021-07-24,m,60–69,1964
Northwest Territories,2021-07-24,m,70–79,916
Northwest Territories,2021-07-24,m,80+,255
Northwest Territories,2021-07-24,Other,0–4,0
Northwest Territories,2021-07-24,Other,12–17,0
Northwest Territories,2021-07-24,Other,18–29,0
Northwest Territories,2021-07-24,Other,30–39,0
Northwest Territories,2021-07-24,Other,40–49,0
Northwest Territories,2021-07-24,Other,50–59,0
Northwest Territories,2021-07-24,Other,60–69,0
Northwest Territories,2021-07-24,Other,70–79,0
Northwest Territories,2021-07-24,Other,80+,0
Nunavut,2021-07-24,f,0–4,0
Nunavut,2021-07-24,f,12–17,1337
Nunavut,2021-07-24,f,18–29,2711
Nunavut,2021-07-24,f,30–39,2262
Nunavut,2021-07-24,f,40–49,1733
Nunavut,2021-07-24,f,50–59,1661
Nunavut,2021-07-24,f,60–69,899
Nunavut,2021-07-24,f,70–79,323
Nunavut,2021-07-24,f,80+,96
Nunavut,2021-07-24,m,0–4,0
Nunavut,2021-07-24,m,12–17,1209
Nunavut,2021-07-24,m,18–29,2544
Nunavut,2021-07-24,m,30–39,2302
Nunavut,2021-07-24,m,40–49,2008
Nunavut,2021-07-24,m,50–59,1987
Nunavut,2021-07-24,m,60–69,1098
Nunavut,2021-07-24,m,70–79,368
Nunavut,2021-07-24,m,80+,73
Nunavut,2021-07-24,Other,0–4,0
Nunavut,2021-07-24,Other,12–17,0
Nunavut,2021-07-24,Other,18–29,0
Nunavut,2021-07-24,Other,30–39,0
Nunavut,2021-07-24,Other,40–49,0
Nunavut,2021-07-24,Other,50–59,0
Nunavut,2021-07-24,Other,60–69,0
Nunavut,2021-07-24,Other,70–79,0
Nunavut,2021-07-24,Other,80+,0
Newfoundland and Labrador,2021-07-31,f,0–4,0
Newfoundland and Labrador,2021-07-31,f,12–17,11888
Newfoundland and Labrador,2021-07-31,f,18–29,24835
Newfoundland and Labrador,2021-07-31,f,30–39,24352
Newfoundland and Labrador,2021-07-31,f,40–49,29539
Newfoundland and Labrador,2021-07-31,f,50–59,37267
Newfoundland and Labrador,2021-07-31,f,60–69,38856
Newfoundland and Labrador,2021-07-31,f,70–79,27345
Newfoundland and Labrador,2021-07-31,f,80+,12535
Newfoundland and Labrador,2021-07-31,m,0–4,0
Newfoundland and Labrador,2021-07-31,m,12–17,12172
Newfoundland and Labrador,2021-07-31,m,18–29,23502
Newfoundland and Labrador,2021-07-31,m,30–39,21420
Newfoundland and Labrador,2021-07-31,m,40–49,25950
Newfoundland and Labrador,2021-07-31,m,50–59,33958
Newfoundland and Labrador,2021-07-31,m,60–69,36541
Newfoundland and Labrador,2021-07-31,m,70–79,25217
Newfoundland and Labrador,2021-07-31,m,80+,9028
Newfoundland and Labrador,2021-07-31,Other,0–4,0
Newfoundland and Labrador,2021-07-31,Other,12–17,0
Newfoundland and Labrador,2021-07-31,Other,18–29,0
Newfoundland and Labrador,2021-07-31,Other,30–39,0
Newfoundland and Labrador,2021-07-31,Other,40–49,0
Newfoundland and Labrador,2021-07-31,Other,50–59,0
Newfoundland and Labrador,2021-07-31,Other,60–69,0
Newfoundland and Labrador,2021-07-31,Other,70–79,0
Newfoundland and Labrador,2021-07-31,Other,80+,0
Prince Edward Island,2021-07-31,f,0–4,0
Prince Edward Island,2021-07-31,f,12–17,4365
Prince Edward Island,2021-07-31,f,18–29,10233
Prince Edward Island,2021-07-31,f,30–39,8207
Prince Edward Island,2021-07-31,f,40–49,8925
Prince Edward Island,2021-07-31,f,50–59,10479
Prince Edward Island,2021-07-31,f,60–69,10939
Prince Edward Island,2021-07-31,f,70–79,7587
Prince Edward Island,2021-07-31,f,80+,4300
Prince Edward Island,2021-07-31,m,0–4,0
Prince Edward Island,2021-07-31,m,12–17,4301
Prince Edward Island,2021-07-31,m,18–29,10253
Prince Edward Island,2021-07-31,m,30–39,7385
Prince Edward Island,2021-07-31,m,40–49,7927
Prince Edward Island,2021-07-31,m,50–59,9618
Prince Edward Island,2021-07-31,m,60–69,10007
Prince Edward Island,2021-07-31,m,70–79,6889
Prince Edward Island,2021-07-31,m,80+,2831
Prince Edward Island,2021-07-31,Other,0–4,0
Prince Edward Island,2021-07-31,Other,12–17,0
Prince Edward Island,2021-07-31,Other,18–29,0
Prince Edward Island,2021-07-31,Other,30–39,0
Prince Edward Island,2021-07-31,Other,40–49,0
Prince Edward Island,2021-07-31,Other,50–59,0
Prince Edward Island,2021-07-31,Other,60–69,0
Prince Edward Island,2021-07-31,Other,70–79,0
Prince Edward Island,2021-07-31,Other,80+,0
Nova Scotia,2021-07-31,f,0–4,2
Nova Scotia,2021-07-31,f,12–17,21579
Nova Scotia,2021-07-31,f,18–29,53823
Nova Scotia,2021-07-31,f,30–39,49493
Nova Scotia,2021-07-31,f,40–49,52637
Nova Scotia,2021-07-31,f,50–59,65808
Nova Scotia,2021-07-31,f,60–69,69766
Nova Scotia,2021-07-31,f,70–79,48633
Nova Scotia,2021-07-31,f,80+,27357
Nova Scotia,2021-07-31,m,0–4,0
Nova Scotia,2021-07-31,m,12–17,21872
Nova Scotia,2021-07-31,m,18–29,50043
Nova Scotia,2021-07-31,m,30–39,43806
Nova Scotia,2021-07-31,m,40–49,45819
Nova Scotia,2021-07-31,m,50–59,59332
Nova Scotia,2021-07-31,m,60–69,64204
Nova Scotia,2021-07-31,m,70–79,43790
Nova Scotia,2021-07-31,m,80+,18482
Nova Scotia,2021-07-31,Other,0–4,0
Nova Scotia,2021-07-31,Other,12–17,0
Nova Scotia,2021-07-31,Other,18–29,0
Nova Scotia,2021-07-31,Other,30–39,0
Nova Scotia,2021-07-31,Other,40–49,0
Nova Scotia,2021-07-31,Other,50–59,0
Nova Scotia,2021-07-31,Other,60–69,0
